0AverageReturn,0NumTrajs,ItrTime,0MaxReturn,0AveragePolicyStd,ComputeUpdatedDistTime,1MinReturn,dLoss,0ExplainedVariance,1ExplainedVariance,1NumTrajs,0PolicyExecTime,1ProcessExecTime,MeanKLBefore,LossBefore,0MinReturn,0Entropy,1PolicyExecTime,1AveragePolicyStd,0StdReturn,0Perplexity,Time,1Entropy,1MaxReturn,0ProcessExecTime,LossAfter,0EnvExecTime,1Perplexity,1EnvExecTime,MeanKL,1AverageReturn,1StdReturn
0.0,1600,181.79985165596008,0.0,0.485334,0.10064148902893066,0.0,0.00472875870764,1,0.0261987821698,1600,45.43023133277893,1.4133267402648926,0.0,0.0,0.0,1.38807,71.64892435073853,0.485334,0.0,4.00712,8106.874985218048,1.38807,1800.0,1.3117504119873047,-0.00472875870764,26.493600130081177,4.00712,29.62561845779419,0.00981442257762,1.125,44.985935302
1.75,1600,191.6494119167328,2000.0,0.488619,0.11809492111206055,0.0,0.00438803946599,0.0251179528179,0.628463483033,1600,49.01879525184631,1.5151314735412598,0.0,-1.39698386192e-09,0.0,1.40142,69.24932622909546,0.488668,53.8232059617,4.06097,8303.848549127579,1.40182,3000.0,1.5108740329742432,-0.00438804086298,30.97236132621765,4.06259,31.064929246902466,0.00683123897761,645.1875,1119.87804686
0.6875,1600,178.9680037498474,1100.0,0.484163,0.11121773719787598,0.0,0.00348415784538,0.00937213044706,0.655785014993,1600,41.45688199996948,1.3794994354248047,0.0,-3.25962901115e-09,0.0,1.38241,71.94973301887512,0.48425,27.4914049068,3.98447,8486.846485376358,1.38275,2800.0,1.382734775543213,-0.00348416110501,27.96037220954895,3.98583,28.5677809715271,0.00314188725315,502.125,883.619253058
0.1875,1600,172.36572408676147,300.0,0.482183,0.10168766975402832,0.0,0.00509705161676,0.00568065026576,0.664116585382,1600,49.43120217323303,1.1411945819854736,0.0,-4.65661287308e-10,0.0,1.37388,63.849711656570435,0.482448,7.49765588367,3.95064,8663.31135725975,1.375,2800.0,1.1919236183166504,-0.00509705208242,24.979662895202637,3.95508,25.02471399307251,0.00694597186521,549.25,961.807900519
0.0,1600,172.2900688648224,0.0,0.477606,0.1215827465057373,0.0,0.0,1,1,1600,47.072301626205444,1.1356885433197021,0.0,0.0,0.0,1.35309,67.23493194580078,0.477606,0.0,3.86937,8838.620293140411,1.35309,0.0,1.171994686126709,0.0,24.593551874160767,3.86937,25.316276788711548,0.0,0.0,0.0
0.0,1600,171.70814108848572,0.0,0.477606,0.10775351524353027,0.0,0.00348111183848,1,0.0231610596713,1600,45.04599618911743,1.1503221988677979,0.0,5.82076609135e-10,0.0,1.35309,69.82709741592407,0.477606,0.0,3.86937,9014.080617904663,1.35309,1600.0,1.1183457374572754,-0.00348111125641,24.444385766983032,3.86937,25.077890157699585,0.00865278579295,1.0,39.9874980463
0.8125,1600,166.50808215141296,1300.0,0.478777,0.1025238037109375,0.0,0.00774945830926,0.00866906878194,0.624234432166,1600,44.002480030059814,1.142462968826294,0.0,1.86264514923e-09,0.0,1.35878,65.24805569648743,0.479423,32.4898421626,3.89143,9183.540129899979,1.36189,2600.0,1.1153278350830078,-0.00774945644662,24.519999027252197,3.90358,25.42232871055603,0.00806430634111,350.75,694.810720628
2.1875,1600,175.2586739063263,1700.0,0.476339,0.10114789009094238,0.0,0.00275692110881,0.0295320604221,0.604799489127,1600,51.95008397102356,1.1442193984985352,0.0,-9.31322574615e-10,0.0,1.34743,65.56642746925354,0.47718,53.0468174705,3.84754,9361.878499746323,1.35089,2900.0,1.152174472808838,-0.00275692204013,24.462677240371704,3.86086,25.4584379196167,0.00832283589989,663.0625,1149.95842146
0.0,1600,171.1169192790985,0.0,0.463964,0.09885239601135254,0.0,0.00411601969972,1,0.0118998792222,1600,44.97115969657898,1.1196696758270264,0.0,4.65661287308e-10,0.0,1.29429,69.2168390750885,0.463964,0.0,3.6484,9536.475961446762,1.29429,700.0,1.130176067352295,-0.00411601923406,24.5013325214386,3.6484,25.017590284347534,0.00966023281217,0.4375,17.4945303952
1.1875,1600,170.66085171699524,1900.0,0.463975,0.11057901382446289,0.0,0.00406984670553,0.01416202474,0.605535943799,1600,45.67914843559265,1.1213018894195557,0.0,3.37604433298e-09,0.0,1.29653,67.62518739700317,0.46387,47.4851539299,3.6566,9710.627786636353,1.29624,2600.0,1.149247407913208,-0.00406984332949,24.771626710891724,3.65551,25.034752130508423,0.00804326590151,470.625,826.846182415
