LossBefore,dLoss,1AveragePolicyStd,ItrTime,0Perplexity,0PolicyExecTime,0ProcessExecTime,1ProcessExecTime,Time,0AverageReturn,1StdReturn,0EnvExecTime,0NumTrajs,1AverageReturn,1ExplainedVariance,1MinReturn,MeanKLBefore,0MinReturn,1Entropy,LossAfter,1Perplexity,0StdReturn,0AveragePolicyStd,1NumTrajs,MeanKL,0MaxReturn,0ExplainedVariance,1EnvExecTime,1PolicyExecTime,ComputeUpdatedDistTime,0Entropy,1MaxReturn
1.04773789644e-09,0.00638698146213,0.998143,119.67673325538635,17.0795,18.686453819274902,0.7278847694396973,1.132622480392456,119.67672371864319,30.0833333333,314.123549207,20.169227600097656,1200,95.75,0.171927797421,0.0,3.25963078751e-09,0.0,2.83414,-0.00638698041439,17.0158,161.307138886,1.0,1200,0.00789075344801,1700.0,0.0725449007104,32.81421160697937,41.2117018699646,0.6877403259277344,2.83788,1900.0
-1.39698386192e-09,0.0078741456382,0.98962,117.39537692070007,16.78,18.870641946792603,0.7308003902435303,1.1014950275421143,238.93767881393433,41.5833333333,460.96691102,20.443894386291504,1200,198.916666667,0.247068506179,0.0,-2.32830546509e-10,0.0,2.817,-0.00787414703518,16.7266,185.326270099,0.991194,1200,0.00844069663435,1700.0,0.0803763335606,31.973369598388672,40.64536118507385,0.08005976676940918,2.82019,2400.0
4.65661287308e-10,0.00842320593074,0.982137,114.36940836906433,16.5439,18.658486127853394,0.731093168258667,1.0850157737731934,355.09372448921204,47.6666666667,613.415840239,20.20862364768982,1200,312.083333333,0.312138451911,0.0,-9.31322186037e-10,0.0,2.8018,-0.00842320546508,16.4742,215.780495463,0.984207,1200,0.00902089197189,2100.0,0.0809400760706,30.813327312469482,39.35274362564087,0.07629203796386719,2.80601,2400.0
-1.16415321827e-09,0.00808928231709,0.973403,113.09551048278809,16.1993,16.62014150619507,0.6263706684112549,1.133375883102417,469.95621037483215,54.8333333333,795.520056141,17.325257778167725,1200,443.083333333,0.402417805434,0.0,-9.31322186037e-10,0.0,2.78395,-0.00808928348124,16.1828,222.957332739,0.973896,1200,0.00881939474493,1700.0,0.0695568170069,32.690871238708496,41.167125940322876,0.08002161979675293,2.78497,2600.0
-5.82076609135e-10,0.00664522626903,0.962845,119.99233603477478,15.8671,19.648219108581543,0.7919983863830566,1.1436638832092285,591.9346272945404,92.6666666667,911.961241257,21.399633407592773,1200,519.833333333,0.455465528663,0.0,0.0,0.0,2.76214,-0.00664522685111,15.8337,315.456635513,0.963859,1200,0.00803275033832,2400.0,0.100704801809,32.216591596603394,41.20136547088623,0.07418131828308105,2.76425,2800.0
-1.86264514923e-09,0.00580391380936,0.946858,105.1419324874878,15.3809,18.68002414703369,0.7769439220428467,0.8962271213531494,698.9071986675262,91.5833333333,974.263126106,21.386595964431763,1200,557.833333333,0.47446793811,0.0,-1.86264437207e-09,0.0,2.72861,-0.005803915672,15.3117,292.211384199,0.948992,1200,0.00753364060074,1800.0,0.0945644633054,25.4916832447052,34.32716107368469,0.07632803916931152,2.73313,2800.0
-6.98491930962e-10,0.00683647464029,0.933733,105.61678075790405,14.955,20.01866054534912,0.8427512645721436,0.8610954284667969,806.2888538837433,98.9166666667,952.372880844,22.965785026550293,1200,542.75,0.46155284197,0.0,0.0,0.0,2.70054,-0.00683647533879,14.8878,317.553921493,0.935827,1200,0.00726128928363,2100.0,0.0868201462253,24.233017921447754,33.02774429321289,0.08543276786804199,2.70504,2800.0
-1.54250301421e-09,0.00699641960091,0.924386,104.37487983703613,14.6308,20.634578943252563,0.8408546447753906,0.828636646270752,912.457150220871,102.75,959.57623749,23.082645177841187,1200,546.333333333,0.472459871538,0.0,1.58324855448e-08,0.0,2.68025,-0.00699642114341,14.5888,330.531043676,0.9257,1200,0.00719487760216,2100.0,0.0896526120339,23.49096155166626,31.99297022819519,0.07986807823181152,2.68313,2800.0
-1.39698386192e-09,0.00589927053079,0.915084,95.83237290382385,14.3253,19.296875,0.7962360382080078,0.7756049633026123,1009.9136884212494,130.833333333,946.877584338,21.762231588363647,1200,538.916666667,0.457392070163,0.0,0.0,0.0,2.65988,-0.00589927192777,14.2946,393.530141441,0.916083,1200,0.00700768642128,2100.0,0.106936349142,21.07278275489807,28.68909215927124,0.09616446495056152,2.66203,2800.0
9.31322574615e-10,0.0057040755637,0.907671,94.69493556022644,14.1079,19.37526035308838,0.8034615516662598,0.7545807361602783,1106.1805460453033,100.333333333,1043.17184253,21.52704119682312,1200,599.083333333,0.47722749103,0.0,0.0,0.0,2.64365,-0.00570407463238,14.0644,334.8878751,0.909069,1200,0.00683080917224,2100.0,0.0848677712382,20.710949420928955,28.09445023536682,0.08422279357910156,2.64674,2900.0
1.54977897182e-09,0.00541749099648,0.901085,102.28602266311646,13.8571,19.887031316757202,0.8297214508056641,0.8244740962982178,1210.7006092071533,124.083333333,1069.56803002,21.983280420303345,1200,615.25,0.480041199255,0.0,0.0,0.0,2.62897,-0.0054174894467,13.8594,387.141222797,0.901048,1200,0.00677136424929,2100.0,0.0899347692838,23.417486429214478,31.77496910095215,0.09474515914916992,2.6288,2900.0
1.7462298274e-09,0.00544806977268,0.890129,89.17998266220093,13.5357,20.90559697151184,0.8702783584594727,0.6156344413757324,1301.7571148872375,148.666666667,1070.27701502,23.681884050369263,1200,619.333333333,0.486472999515,0.0,-1.86264437207e-09,0.0,2.60433,-0.00544806802645,13.5221,433.491509593,0.89056,1200,0.00763146206737,2400.0,0.108186756141,17.115134239196777,22.694286823272705,0.07699275016784668,2.60533,2800.0
