2Entropy,2PolicyExecTime,MeanKL,1StdReturn,1ProcessExecTime,2EnvExecTime,2NumTrajs,1ExplainedVariance,MeanKLBefore,0EnvExecTime,0Entropy,2Perplexity,2MinReturn,dLoss,0ExplainedVariance,1Perplexity,0Perplexity,0AveragePolicyStd,ItrTime,0ProcessExecTime,2AveragePolicyStd,0MaxReturn,2ProcessExecTime,1AverageReturn,ComputeUpdatedDistTime,0AverageReturn,1AveragePolicyStd,1MaxReturn,0NumTrajs,LossAfter,2AverageReturn,Time,LossBefore,0StdReturn,0PolicyExecTime,0MinReturn,2StdReturn,1EnvExecTime,1PolicyExecTime,2ExplainedVariance,1Entropy,2MaxReturn,1NumTrajs,1MinReturn
2.82548,33.58630871772766,0.0320489183068,427.558311082,0.8354446887969971,19.521351099014282,1600,0.208054589341,0.0320489220321,19.322449684143066,2.83804,16.869,0.0,-1.16415321827e-09,0.0900921210867,17.0507,17.0823,1.00032,157.47794103622437,0.8750042915344238,0.994026,2000.0,0.8510217666625977,156.625,0.09158515930175781,60.4375,0.999434,2600.0,1600,-0.00312241632491,289.9375,5199.860226154327,-0.00312241748907,246.152510842,22.52122712135315,0.0,612.784624557,19.062385320663452,33.3363881111145,0.18046119136,2.83619,2600.0,1600,0.0
2.8162,33.64393615722656,0.027899697423,397.115768503,0.8340322971343994,19.321885108947754,1600,0.195334369267,0.0278997104615,19.10404944419861,2.83804,16.7132,0.0,0.0,0.0713911268011,16.9652,17.0823,1.00032,164.71917176246643,0.8763062953948975,0.989475,2000.0,0.8462228775024414,139.4375,0.09826898574829102,52.6875,0.996903,2500.0,1600,-0.00210512336344,275.0,5367.106078386307,-0.00210512336344,236.654341485,22.34350824356079,0.0,587.00511071,18.79238533973694,41.49779510498047,0.178654076208,2.83116,2700.0,1600,0.0
2.8174,33.70436882972717,0.0415500253439,451.220874233,0.8479833602905273,19.323455572128296,1600,0.233270856861,0.0415500253439,19.211456537246704,2.83804,16.7334,0.0,-6.98491930962e-10,0.0912940294876,17.0248,17.0823,1.00032,157.32504224777222,0.8742551803588867,0.990043,2100.0,0.8353607654571533,176.6875,0.09099745750427246,56.375,0.998595,2600.0,1600,-0.00239435490221,286.5,5527.463323354721,-0.0023943556007,244.380562597,22.2559814453125,0.0,610.373041672,19.114713191986084,33.691410303115845,0.160852418745,2.83467,2900.0,1600,0.0
2.83756,36.90142631530762,0.0458055660129,457.797713072,0.8369176387786865,19.07852792739868,1600,0.215759040586,0.0458055697381,19.139841556549072,2.83804,17.0741,0.0,0.0,0.107835358621,17.065,17.0823,1.00032,164.5931692123413,0.8780133724212646,1.00027,1900.0,0.8430261611938477,179.9375,0.10239911079406738,58.1875,0.999863,2500.0,1600,-0.00403003115207,326.5,5694.931800842285,-0.00403003115207,240.042631305,22.19537901878357,0.0,664.941914756,19.156005144119263,33.530017137527466,0.182083778935,2.83703,2700.0,1600,0.0
2.82422,33.612080812454224,0.0187233798206,394.03360818,0.838223934173584,19.44035768508911,1600,0.194590531455,0.0187233798206,19.28900933265686,2.83804,16.8478,0.0,6.98491930962e-10,0.0758330661551,17.0641,17.0823,1.00032,157.98169112205505,0.8818309307098389,0.993514,1900.0,0.8428595066070557,143.875,0.10806655883789062,54.625,0.999787,2300.0,1600,-0.00206497265026,283.3125,5855.704619646072,-0.00206497195177,229.572666873,22.963501453399658,0.0,595.107366232,19.076380729675293,33.446144104003906,0.205914507514,2.83698,2700.0,1600,0.0
2.8156,33.59403967857361,0.0338804610074,438.067471259,0.8358602523803711,19.406342029571533,1600,0.198378160172,0.0338804572821,19.22075080871582,2.83804,16.7033,0.0,1.86264514923e-09,0.100215855977,17.0674,17.0823,1.00032,156.9918873310089,0.8799099922180176,0.989224,2300.0,0.8432178497314453,162.625,0.09870290756225586,61.75,0.999868,2900.0,1600,-0.00208031898364,303.5625,6015.6024787425995,-0.002080317121,255.219390917,22.365110158920288,0.0,636.449965507,19.00051999092102,33.443320512771606,0.178934802028,2.83717,2600.0,1600,0.0
2.82509,33.51309037208557,0.0392520576715,460.928139735,0.8404419422149658,19.483439922332764,1600,0.223076881777,0.0392520874739,19.02644419670105,2.83804,16.8624,0.0,0.0,0.0957023246866,17.0626,17.0823,1.00032,166.5846028327942,0.8818216323852539,0.994018,2100.0,0.8522238731384277,179.5,0.0909271240234375,61.375,0.999831,2500.0,1600,-0.00409684982151,273.6875,6184.606982946396,-0.00409684982151,260.663786083,31.86245107650757,0.0,592.970405959,19.076234817504883,33.634783029556274,0.161555327702,2.83689,2800.0,1600,0.0
2.81956,33.5520281791687,0.0441429279745,456.185800278,0.8340916633605957,19.206257343292236,1600,0.238895275409,0.0441429279745,19.08062505722046,2.83804,16.7694,0.0,-1.04773789644e-09,0.0890210276546,17.0058,17.0823,1.00032,156.49551463127136,0.8810594081878662,0.991124,1900.0,0.8430724143981934,167.875,0.10844588279724121,54.5,0.998056,2600.0,1600,-0.00127632555086,303.4375,6343.537125825882,-0.0012763265986,235.965569522,22.158212900161743,0.0,624.795513423,18.933642148971558,33.448360204696655,0.172668589333,2.83355,2600.0,1600,0.0
2.82638,42.49788784980774,0.0385550111532,423.520789779,0.8432116508483887,18.88484477996826,1600,0.22182130198,0.0385550409555,19.1766459941864,2.83804,16.8842,0.0,2.09547579288e-09,0.0982421291792,17.0059,17.0823,1.00032,165.9061803817749,0.8842887878417969,0.994572,2600.0,0.83304762840271,159.625,0.08813619613647461,56.75,0.998123,2400.0,1600,-0.00251496350393,312.0625,6512.621955871582,-0.00251496140845,241.022690841,22.393512725830078,0.0,643.514371319,18.99062705039978,33.80248141288757,0.187327606901,2.83356,2700.0,1600,0.0
2.82546,33.65701198577881,0.0265191830695,413.714948478,0.8359806537628174,19.389708757400513,1600,0.180942213311,0.026519196108,19.343289136886597,2.83804,16.8687,0.0,-6.98491930962e-10,0.0783645128482,17.029,17.0823,1.00032,157.18701791763306,0.8888263702392578,0.994135,1800.0,0.8546247482299805,151.5625,0.10335826873779297,56.375,0.998773,2500.0,1600,-0.00262604746968,287.4375,6672.569205760956,-0.00262604816817,234.300788251,22.314980268478394,0.0,587.355031981,18.96409511566162,33.32394576072693,0.18540687356,2.83492,2600.0,1600,0.0
2.82144,31.772838592529297,0.0311948116869,436.741056005,0.842275857925415,18.930760383605957,1600,0.204347130842,0.0311948135495,19.374104976654053,2.83804,16.8011,0.0,-2.56113708019e-09,0.0664273767987,16.9983,17.0823,1.00032,157.20642066001892,0.8913393020629883,0.992221,1900.0,0.8280313014984131,163.5,0.09414100646972656,50.5625,0.997909,2500.0,1600,-0.00197195122018,300.375,6832.821996688843,-0.00197195378132,221.669085787,22.349954843521118,0.0,624.469662494,18.939027547836304,33.43971061706543,0.181528630683,2.83311,2700.0,1600,0.0
2.82055,30.48758101463318,0.0355610251427,436.364557846,0.7984681129455566,18.417930603027344,1600,0.217585644794,0.0355609990656,18.174005270004272,2.83804,16.7861,0.0,-9.31322574615e-10,0.131575698538,16.9412,17.0823,1.00032,151.5659885406494,0.8472340106964111,0.991567,2100.0,0.8052396774291992,162.6875,0.10411930084228516,76.5,0.996145,2500.0,1600,-0.00230195233598,268.0,6986.622229099274,-0.00230195326731,293.189784952,26.29716205596924,0.0,583.717397377,18.099727630615234,30.350240468978882,0.171310346616,2.82975,2600.0,1600,0.0
2.82019,30.367748022079468,0.0254502445459,409.670976021,0.7985219955444336,18.31092596054077,1600,0.183879223819,0.0254502445459,18.378536701202393,2.83804,16.78,0.0,-1.86264514923e-09,0.0907541884851,16.9397,17.0823,1.00032,145.27483534812927,0.8559317588806152,0.991468,2000.0,0.8048479557037354,145.5625,0.1168527603149414,51.0,0.996149,2400.0,1600,-0.00325769954361,325.875,7134.648452997208,-0.00325770140626,227.181645385,20.164077043533325,0.0,651.627182041,18.031052589416504,30.24608063697815,0.206834110638,2.82966,2600.0,1600,0.0
2.83111,39.18501830101013,0.0318456180394,445.428826911,0.8069477081298828,18.274128913879395,1600,0.21412728813,0.0318456180394,18.323705196380615,2.83804,16.9643,0.0,-2.79396772385e-09,0.0800701714403,17.0663,17.0823,1.00032,154.50783252716064,0.8411984443664551,0.996925,1900.0,0.8036890029907227,169.1875,0.1079854965209961,52.0625,0.999865,2500.0,1600,-0.00362403434701,338.125,7291.976540803909,-0.00362403714098,226.871651146,20.250330686569214,0.0,672.316134252,18.159862756729126,30.50937581062317,0.203208471685,2.8371,2900.0,1600,0.0
2.83302,30.58442211151123,0.0371534973383,471.249067473,0.7963502407073975,18.614215850830078,1600,0.214477943862,0.0371534749866,18.46143364906311,2.83804,16.9967,0.0,-2.32830643654e-10,0.0839806466055,17.0572,17.0823,1.00032,145.72804284095764,0.8613791465759277,0.997919,1900.0,0.81707763671875,186.5625,0.08721637725830078,59.125,0.999589,2500.0,1600,-0.00249838130549,326.0625,7440.743860960007,-0.00249838153832,243.087914909,19.972199201583862,0.0,661.297585126,18.041682720184326,30.362172842025757,0.197110842853,2.83657,2700.0,1600,0.0
