0MaxReturn,MeanKL,1MinReturn,ItrTime,dLoss,LossBefore,0Perplexity,1ExplainedVariance,0AverageReturn,ComputeUpdatedDistTime,1AverageReturn,0MinReturn,1Entropy,0AveragePolicyStd,0NumTrajs,1Perplexity,1AveragePolicyStd,0ExplainedVariance,LossAfter,0StdReturn,1StdReturn,1NumTrajs,1PolicyExecTime,Time,1ProcessExecTime,1MaxReturn,0EnvExecTime,0PolicyExecTime,MeanKLBefore,0Entropy,1EnvExecTime,0ProcessExecTime
22400.0,0.00848816055804,0.0,895.9663953781128,0.00183233049211,-4.5656634029e-10,16.3481,0.180778720669,2412.7,0.25925540924072266,4705.75,0.0,2.79215,0.978394,2000,16.3161,0.977439,0.0658838491026,-0.00183233094867,5213.21865166,8089.26708284,2000,296.5140492916107,9619.014308691025,6.593591690063477,23400.0,163.89276003837585,231.86554503440857,-6.28642649048e-09,2.79411,166.13564348220825,6.689340829849243
22700.0,0.0096191726625,0.0,948.5080370903015,0.00125307362759,2.91038304567e-10,16.1047,0.189440523878,2395.2,0.25705671310424805,5572.75,0.0,2.77742,0.971078,2000,16.0775,0.970255,0.0604503154898,-0.00125307333656,5136.99785478,8716.62219197,2000,355.65922832489014,10572.692846775055,7.266987562179565,23500.0,161.77471709251404,209.83333373069763,3.25962568049e-09,2.77911,181.55721402168274,6.585590839385986
22700.0,0.00797646306455,0.0,1107.5957446098328,0.00160258133837,9.16770659387e-10,16.0263,0.209621293944,2384.8,0.26512956619262695,5667.4,0.0,2.77365,0.968713,2000,16.0171,0.968434,0.0905794991588,-0.0016025804216,5209.06603529,8688.67292744,2000,409.2712519168854,11685.83631682396,8.040183782577515,23700.0,178.95949387550354,282.21669840812683,-1.86265158852e-09,2.77423,194.64532685279846,7.519717216491699
22800.0,0.00813858397305,0.0,1109.1675944328308,0.0016767528723,-1.7462298274e-10,15.8683,0.203316412709,2318.8,0.2776508331298828,5546.85,0.0,2.76256,0.963968,2000,15.8403,0.963125,0.0772690989283,-0.00167675304692,5059.37709209,8662.00208252,2000,394.77216935157776,12800.533124685287,7.686168193817139,23400.0,183.57061052322388,299.50913667678833,-3.53902791517e-08,2.76432,189.08105635643005,7.703303813934326
22900.0,0.00920715928078,0.0,1109.7003552913666,0.00148588121374,2.83762346953e-10,15.4444,0.194073175516,2868.4,0.2755095958709717,5994.7,0.0,2.73475,0.950953,2000,15.4059,0.949771,0.076264794692,-0.00148588092998,5946.12322778,8856.79411017,2000,393.6047570705414,13915.647675037384,7.646653413772583,23400.0,184.3694305419922,300.0260715484619,-5.58793722405e-09,2.73725,189.34502983093262,7.714051723480225
22900.0,0.00712944101542,0.0,1103.716067790985,0.00184499822353,2.40106601268e-10,14.8631,0.195533247521,2617.4,0.2731928825378418,5483.2,0.0,2.69683,0.932863,2000,14.8326,0.931908,0.0757573188919,-0.00184499798343,5552.85667382,8504.958422,2000,392.1658797264099,15024.877604722977,7.480691909790039,23400.0,181.71012115478516,299.43966794013977,-1.67637868032e-08,2.69888,188.81696462631226,7.4226765632629395
22600.0,0.007757877931,0.0,1105.9934709072113,0.000925440539504,-1.43154466059e-09,13.9928,0.225290286388,2566.0,0.26526737213134766,6805.5,0.0,2.6377,0.905146,2000,13.981,0.904768,0.068427640356,-0.000925441971049,5475.14602545,9505.57677103,2000,392.56543827056885,16136.068932294846,7.492668390274048,23700.0,183.04649114608765,299.324964761734,5.58793145089e-09,2.63855,189.0612552165985,7.466448545455933
22500.0,0.00702989753336,0.0,1106.7721552848816,0.00138652283931,-1.10594555736e-09,13.6338,0.245716504031,2527.1,0.26703381538391113,7278.0,0.0,2.609,0.893576,2000,13.5855,0.891989,0.055985392476,-0.00138652394526,5157.95362426,9668.65792135,2000,392.34637451171875,17248.038580417633,7.452900648117065,23500.0,183.84349513053894,299.6174738407135,3.74700270811e-16,2.61255,189.07812404632568,7.469191789627075
22600.0,0.00637536449358,0.0,1080.3164443969727,0.00135079728352,1.54977897182e-09,13.566,0.232768194187,2518.65,0.26395106315612793,6797.7,0.0,2.60596,0.891381,2000,13.5443,0.890663,0.0711674892566,-0.00135079573374,5179.22457299,9506.34128937,2000,369.5489454269409,18333.83847117424,7.284611940383911,23700.0,183.37977981567383,300.8667006492615,-5.58792345728e-09,2.60757,184.897554397583,7.431550979614258
22500.0,0.00733805540949,0.0,1030.7684257030487,0.00134804386471,-2.76486389339e-10,13.0514,0.257310940868,2460.95,0.2693493366241455,7348.4,0.0,2.56603,0.874176,2000,13.0141,0.872929,0.0749309724581,-0.0013480441412,5286.37967777,9625.93202968,2000,359.33918166160583,19369.556413650513,7.067420959472656,23900.0,179.66579580307007,269.632111787796,7.45057615603e-09,2.56889,181.7070779800415,7.2723565101623535
23300.0,0.00712056690827,0.0,1021.0575034618378,0.00160854963178,5.96628524363e-10,12.5571,0.256957836838,2615.7,0.26439595222473145,7157.7,0.0,2.52948,0.857514,2000,12.547,0.857177,0.0673252602924,-0.00160854903515,5624.93853389,9606.8226126,2000,358.2885015010834,20395.769703388214,7.071837663650513,23600.0,178.27248907089233,262.9347367286682,7.45056860652e-09,2.53028,181.40424728393555,7.131119728088379
23000.0,0.00662316894159,0.0,1018.3771708011627,0.00190996298625,7.1304384619e-10,12.1921,0.233392001474,2494.9,0.26850271224975586,6704.85,0.0,2.49786,0.845009,2000,12.1565,0.843767,0.0742482804122,-0.0019099622732,5477.3236156,9407.82873343,2000,358.2393090724945,21419.010416269302,7.0602898597717285,23700.0,176.80771470069885,261.84900999069214,-3.72528519144e-09,2.50079,181.53551173210144,7.04753851890564
22800.0,0.00663653295487,0.0,1020.1853814125061,0.00127101535327,3.20142135024e-10,11.9633,0.245275481968,2456.25,0.2617776393890381,6760.1,0.0,2.4799,0.837045,2000,11.9401,0.836233,0.0718338805648,-0.00127101503313,5406.02357907,9564.56575021,2000,358.51813554763794,22444.382290124893,7.103729009628296,23600.0,177.91188883781433,261.26727509498596,3.7252845253e-09,2.48185,182.3062105178833,7.08595871925354
23400.0,0.00725591741502,0.0,1020.0774521827698,0.00121368204418,1.32422428578e-09,11.9674,0.262647717557,2594.0,0.3140859603881836,7588.45,0.0,2.47912,0.837662,2000,11.9308,0.836371,0.0808644495823,-0.00121368071996,5654.30137152,9992.47124577,2000,357.51741003990173,23469.52232193947,7.021729946136475,23800.0,177.74124598503113,262.41137504577637,7.45057615603e-09,2.48219,182.07971239089966,7.115368843078613
23700.0,0.00741668744013,0.0,1017.6297283172607,0.00179951344035,-7.27595761418e-10,11.3368,0.224466343055,2441.05,0.2616274356842041,6577.2,0.0,2.42715,0.814865,2000,11.3266,0.814508,0.0816024821663,-0.00179951416794,5667.18271256,9280.57380554,2000,356.329874753952,24492.23183274269,7.063756227493286,23500.0,178.58470749855042,261.44742250442505,-3.72528563553e-09,2.42806,181.0491259098053,7.12109899520874
23000.0,0.00754713080823,0.0,1015.5771019458771,0.00168320018565,1.33877620101e-09,11.0542,0.248483807358,2310.45,0.26157164573669434,6869.05,0.0,2.4017,0.804566,2000,11.0419,0.804122,0.0739885645403,-0.00168319884688,5404.1952035,9424.33430527,2000,357.34289288520813,25513.137742996216,7.08759069442749,23900.0,176.76171207427979,259.81327629089355,0.0,2.40281,181.87195825576782,7.07786226272583
23000.0,0.00677668163553,0.0,1017.8208203315735,0.00270249120513,3.1286617741e-10,10.4418,0.206062254288,2339.55,0.2620387077331543,5628.15,0.0,2.343,0.782035,2000,10.4124,0.78093,0.086803688944,-0.00270249089226,5447.28563575,8550.40832812,2000,356.7140038013458,26536.091912984848,7.036077499389648,23900.0,178.22499346733093,261.50297379493713,-5.27355936697e-16,2.34581,181.34342432022095,7.067019939422607
23700.0,0.0068817823194,0.0,1044.5820310115814,0.0019580394146,1.45519152284e-09,10.188,0.256545297922,2389.45,0.25919365882873535,7427.35,0.0,2.32157,0.772485,2000,10.1916,0.772638,0.0846608071035,-0.00195803795941,5611.94562496,9670.71129636,2000,378.35179328918457,27585.96998810768,7.351615905761719,23700.0,176.72470045089722,260.2578854560852,0.0,2.32121,188.18042039871216,7.096750020980835
23000.0,0.00742356432602,0.0,1180.4850752353668,0.0014696589642,4.36557456851e-11,9.82788,0.250264942816,2346.85,0.26850128173828125,6814.6,0.0,2.28352,0.758621,2000,9.81112,0.757966,0.0833394865687,-0.00146965892054,5641.24189142,9405.66993042,2000,432.0585491657257,28772.917989253998,7.818985939025879,23800.0,191.01018381118774,317.5732955932617,0.0,2.28522,196.66790986061096,7.772366046905518
23000.0,0.00657505122945,0.0,1183.355725288391,0.0015437769398,9.24046617001e-10,9.45771,0.26132090889,2342.8,0.27730321884155273,7194.1,0.0,2.24516,0.74415,2000,9.44195,0.743532,0.0909402547676,-0.00154377601575,5682.55824079,9629.34396467,2000,432.1077013015747,29961.741747140884,7.853384017944336,23600.0,189.74609923362732,320.2847435474396,7.45056949469e-09,2.24683,197.9209861755371,7.795445919036865
22900.0,0.00668703811243,0.0,1181.1413757801056,0.00179516217031,6.54836185277e-10,9.21492,0.24157805443,2302.85,0.2835681438446045,6650.1,0.0,2.21923,0.734553,2000,9.20026,0.733971,0.0856052131744,-0.00179516151547,5630.05478459,9311.44618145,2000,431.6097173690796,31148.189846515656,7.846817493438721,23800.0,190.45996737480164,318.68244075775146,-7.45057127105e-09,2.22082,197.03642630577087,7.763637065887451
23100.0,0.00984319951385,0.0,1182.2115252017975,0.00141318995156,2.91038304567e-11,8.9573,0.293285629433,2309.55,0.2709980010986328,7205.35,0.0,2.19139,0.724222,2000,8.94766,0.72383,0.0835668539458,-0.00141318992246,5499.82397877,9835.66654465,2000,434.1164448261261,32336.503474712372,7.899534225463867,23700.0,189.9499318599701,317.10924077033997,0.0,2.19247,198.14598155021667,7.781440496444702
23500.0,0.00701688369736,0.0,1187.6910419464111,0.00115212632227,-4.94765117764e-10,8.53347,0.282229905822,2278.95,0.2799673080444336,7496.55,0.0,2.14537,0.706993,2000,8.5452,0.707474,0.0895916297675,-0.00115212681703,5617.49605229,9932.04526256,2000,435.6437463760376,33530.14431500435,7.940632581710815,24000.0,191.01858472824097,318.9547231197357,0.0,2.144,198.422283411026,7.77304482460022
23300.0,0.00665989425033,0.0,1234.1491618156433,0.0023545300719,6.18456397206e-10,8.54256,0.279296950257,2294.1,0.2748551368713379,6745.3,0.0,2.14413,0.707466,2000,8.53461,0.707136,0.0895143944548,-0.00235452945344,5624.52799709,9618.67547586,2000,470.0647163391113,34770.12777495384,8.454532623291016,23800.0,192.46355819702148,318.0896406173706,0.0,2.14506,208.7024052143097,7.888134241104126
22800.0,0.00686526205391,0.0,1277.0742251873016,0.00178988164407,-1.60071067512e-09,8.42138,0.278281528146,2148.55,0.27678537368774414,6494.9,0.0,2.12861,0.70252,2000,8.40316,0.701771,0.0934047949136,-0.00178988324478,5482.89138115,9392.58026263,2000,477.8220121860504,36054.01328754425,8.476198673248291,23800.0,201.174578666687,343.01680040359497,7.45057038287e-09,2.13077,209.17785739898682,8.323856115341187
23200.0,0.00770308449864,0.0,1279.0435070991516,0.00220400795661,9.53150447458e-10,8.30879,0.308029411602,2303.15,0.27811408042907715,7540.75,0.0,2.11638,0.697824,2000,8.30104,0.697517,0.10593921613,-0.00220400700346,5647.67873356,9748.05644411,2000,477.66272044181824,37339.591086387634,8.59489893913269,23700.0,200.86741399765015,345.484432220459,0.0,2.11731,208.97329711914062,8.277146339416504
23400.0,0.00661611557007,0.0,1276.3181202411652,0.00114954696619,1.42608769238e-09,8.12767,0.303083498843,2168.65,0.2725210189819336,6962.75,0.0,2.09524,0.690178,2000,8.12738,0.690174,0.101465597509,-0.0011495455401,5428.25037904,9783.19311051,2000,474.87843322753906,38622.5119843483,8.42206859588623,23800.0,200.595477104187,345.6166648864746,0.0,2.09527,209.32150387763977,8.380552053451538
23000.0,0.00693714944646,0.0,1270.392761707306,0.0020613403467,3.20142135024e-10,7.98468,0.285612225867,2051.2,0.2724490165710449,6598.9,0.0,2.07692,0.684161,2000,7.97982,0.68396,0.100181605365,-0.00206134002656,5417.38945988,9338.4618,2000,473.5916266441345,39899.44593548775,8.376726388931274,23900.0,199.3122706413269,342.5863618850708,0.0,2.07752,208.81772089004517,8.289525985717773
23200.0,0.00652560591698,0.0,1273.5984058380127,0.00114354961261,-6.54836185277e-10,7.80969,0.29030073772,2006.3,0.2844879627227783,6836.1,0.0,2.05668,0.67676,2000,7.82,0.677204,0.0895780663014,-0.00114355026744,5246.95247834,9659.65873051,2000,475.0569226741791,41179.8672349453,8.495160818099976,24100.0,199.25127720832825,344.1348912715912,-7.45057038287e-09,2.05537,208.6928894519806,8.330105066299438
23500.0,0.00692186830565,0.0,1276.7817966938019,0.00154018380272,-8.0035533756e-10,7.73211,0.286917948645,2179.2,0.2754189968109131,6775.6,0.0,2.04378,0.67336,2000,7.71975,0.672824,0.103494295678,-0.00154018460307,5402.39829705,9297.66716118,2000,478.3629906177521,42463.391916036606,8.560942888259888,23800.0,200.008770942688,343.98556780815125,0.0,2.04538,208.64714813232422,8.27462124824524
