1MaxReturn,1StdReturn,1MinReturn,0MaxReturn,1PolicyExecTime,LossBefore,0Perplexity,1ExplainedVariance,1AverageReturn,1EnvExecTime,0StdReturn,ComputeUpdatedDistTime,1NumTrajs,1Perplexity,MeanKLBefore,1ProcessExecTime,0EnvExecTime,0AverageReturn,0MinReturn,0ProcessExecTime,Time,1AveragePolicyStd,dLoss,0AveragePolicyStd,LossAfter,ItrTime,MeanKL,0Entropy,0NumTrajs,0ExplainedVariance,1Entropy,0PolicyExecTime
51500.0,18096.4840784,0.0,42900.0,84.85823607444763,-1.24564403237e-09,14.7409,0.369760845226,16392.0,60.100852489471436,8312.12379224,0.4656801223754883,400,14.7257,5.58793344929e-10,2.2644577026367188,57.631327390670776,4078.25,0.0,2.161971092224121,13162.43330335617,0.928554,0.00483475826913,0.929021,-0.00483475951478,244.1506474018097,0.0089364554733,2.69063,400,0.0670986499513,2.6896,26.59954023361206
48800.0,14364.5710343,0.0,42300.0,84.72560715675354,-6.98491930962e-10,14.7496,0.124836467221,7607.0,60.290815591812134,8272.63848101,0.4958376884460449,400,14.7806,-1.1548404899e-08,2.188640832901001,57.586217641830444,3357.25,0.0,2.179110288619995,13408.518611431122,0.930315,0.00440375343896,0.929306,-0.00440375413746,244.83908581733704,0.00925948750228,2.69121,400,0.0430724087213,2.69331,27.22566270828247
49600.0,13212.5944628,0.0,46700.0,84.86047291755676,1.42608744258e-10,14.8375,0.0998458500255,8204.75,60.89684748649597,8209.17899366,0.5115907192230225,400,14.8512,5.58790846927e-10,2.286818504333496,58.391987562179565,2805.5,0.0,2.422161817550659,13661.111046075821,0.932559,0.00448076860339,0.932109,-0.00448076846078,250.05349564552307,0.00794648937881,2.69716,400,0.0275847312826,2.69808,30.330376386642456
51000.0,17396.1464052,0.0,46000.0,85.4815764427185,5.70435032543e-10,14.896,0.274660038521,11940.5,60.6026976108551,8887.44844922,0.4557032585144043,400,14.9181,-1.136213168e-08,2.3405203819274902,57.94515323638916,3142.25,0.0,2.252485513687134,13911.544965267181,0.934617,0.00563485232415,0.93391,-0.00563485175371,249.2636263370514,0.00868414994329,2.70109,400,0.0804894593349,2.70258,29.619950771331787
51800.0,19340.6287886,0.0,47700.0,83.01668882369995,-5.8207688669e-11,14.8806,0.177139340985,13898.25,60.443785190582275,11153.026425,0.4410207271575928,400,14.9192,1.11758646781e-09,2.211418628692627,57.629474401474,6691.25,0.0,2.234833240509033,14155.752713918686,0.93465,0.00271935219644,0.933422,-0.00271935225464,242.99357414245605,0.00696025323123,2.70006,400,0.0519604444085,2.70265,26.342589616775513
49400.0,17552.6767029,0.0,43000.0,83.3773033618927,-6.30097918286e-10,14.7586,0.164706032124,13973.25,61.26232862472534,9395.32942145,0.49136853218078613,400,14.7713,9.31323351772e-10,2.2999424934387207,57.427011013031006,4107.75,0.0,2.1772685050964355,14405.827745199203,0.930033,0.00476023119263,0.92962,-0.00476023182273,248.5315146446228,0.00674150930718,2.69183,400,0.029502480038,2.69269,30.910048246383667
46300.0,14638.0040989,0.0,40600.0,82.35204291343689,-4.88944329469e-10,14.8134,0.279687048834,8406.0,60.68216824531555,8547.84247632,0.455761194229126,400,14.8468,9.31322075015e-10,2.203157901763916,58.3022096157074,3767.0,0.0,2.2515623569488525,14659.808317422867,0.932375,0.00317611147184,0.931316,-0.00317611196078,252.69956970214844,0.00769805535674,2.69553,400,0.148645456401,2.69778,32.609169006347656
51600.0,15079.1261683,0.0,46700.0,82.49846458435059,-4.42378217391e-10,14.7498,0.185638569323,9698.0,61.177326679229736,9208.60477692,0.4695718288421631,400,14.7214,9.02056207508e-17,2.4250662326812744,57.44039607048035,4278.25,0.0,2.215156316757202,14910.463405132294,0.928449,0.00533309674356,0.929325,-0.00533309718594,249.53287601470947,0.00985703337938,2.69123,400,0.0328915341579,2.6893,33.257983446121216
45600.0,10467.6127621,0.0,35800.0,76.87849140167236,2.03726813197e-10,14.7856,0.0336070519594,4568.25,57.887975215911865,7507.1182845,0.4486067295074463,400,14.7837,-2.23517271358e-09,2.1950926780700684,56.111520290374756,3099.75,0.0,2.2136459350585938,15149.88924407959,0.930395,0.00290361393127,0.930432,-0.00290361372754,238.1977574825287,0.00977778900415,2.69366,400,0.0305549770821,2.69353,30.50440764427185
50100.0,13984.1820439,0.0,33800.0,76.15920853614807,-2.44472164734e-10,14.7601,0.184951747263,6657.25,58.23742890357971,8162.6686468,0.44640588760375977,400,14.7384,-2.60770338656e-09,2.1834404468536377,55.201735496520996,4289.25,0.0,2.1540415287017822,15386.057886838913,0.928949,0.00371856124839,0.929626,-0.00371856149286,234.94826745986938,0.00861055590212,2.69193,400,0.107099368104,2.69046,30.43964385986328
37400.0,10550.4869082,0.0,37100.0,77.64790749549866,-5.58793566974e-10,14.7642,0.165544629834,6724.0,58.18443775177002,9152.93472062,0.4649360179901123,400,14.7835,2.79396972225e-09,2.1727681159973145,55.20274043083191,4656.0,0.0,2.087881565093994,15620.739921808243,0.930381,0.00451131947339,0.92976,-0.00451132003218,233.4496021270752,0.00723495800048,2.69221,400,0.0520375470536,2.69351,27.402305603027344
51600.0,15768.7279746,0.0,42500.0,77.17331004142761,-3.72529063153e-10,14.8156,0.34936690177,10158.25,58.642088651657104,8715.63708228,0.45623016357421875,400,14.8203,2.04891059674e-09,2.171579122543335,55.225234508514404,4179.5,0.0,2.0640625953674316,15859.365292787552,0.931532,0.00378762474284,0.93137,-0.00378762511536,237.40380907058716,0.00874839350581,2.69568,400,0.0219029574791,2.696,28.797729969024658
47900.0,11138.8364266,0.0,28500.0,77.95441246032715,1.63563529387e-09,14.5795,0.259112163078,4828.25,58.30636715888977,4411.97586122,0.419309139251709,400,14.5594,1.49011580852e-09,2.0757222175598145,55.0970664024353,1237.0,0.0,2.106264591217041,16093.054189682007,0.923351,0.00305946544395,0.92397,-0.00305946380831,232.4947910308838,0.00670181075111,2.67962,400,0.00981440706716,2.67823,26.351069450378418
52000.0,13971.1601523,0.0,35700.0,77.53368520736694,1.97906052657e-10,14.3523,0.221512081635,7222.0,58.08362936973572,6670.68504728,0.47679686546325684,400,14.3829,5.58793289418e-10,2.145125150680542,56.22816705703735,2881.0,0.0,2.2906856536865234,16329.100303411484,0.917772,0.00275205933722,0.916779,-0.00275205913931,234.81568002700806,0.00981683749706,2.66391,400,0.0212531935401,2.66604,27.38799786567688
50800.0,17012.2181075,0.0,35000.0,77.51784753799438,-9.08039532455e-10,14.4036,0.186178625771,10692.25,58.76202440261841,7583.24725958,0.45667457580566406,400,14.4138,-6.51926423956e-09,2.2551116943359375,55.06268858909607,2981.0,0.0,2.1173911094665527,16563.955594062805,0.918815,0.00413219539914,0.918465,-0.00413219630718,233.57820510864258,0.00662347348407,2.66748,400,0.0394478569438,2.66819,27.170643091201782
51300.0,20689.5670795,0.0,51500.0,78.80485153198242,1.08411768451e-09,14.2087,0.281957554469,19866.25,58.15008306503296,10296.1935199,0.5218274593353271,400,14.227,4.09781764077e-09,2.0833842754364014,55.454219818115234,4843.0,0.0,2.199120283126831,16798.52822327614,0.912762,0.00478272993496,0.912167,-0.00478272885084,233.35497760772705,0.00980423111469,2.65386,400,0.02832797453,2.65514,25.28497076034546
