MaxReturn,ExplainedVariance,Time,Entropy,NumTrajs,TotalExecTime,Perplexity,MaxKL,ItrTime,MinReturn,LossBefore,StdReturn,AverageReturn,MeanKL,LossAfter,AveragePolicyStd
0.0,1,929.0921006202698,2.83874,200,26.514172792434692,17.0942,0.0,26.79684829711914,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00043
0.0,1,955.6819405555725,2.83874,200,26.299057960510254,17.0942,0.0,26.566311597824097,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00043
0.0,1,981.7447514533997,2.83874,200,25.831307888031006,17.0942,0.0,26.04292345046997,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00043
0.0,1,1008.4380285739899,2.83874,200,26.55885648727417,17.0942,0.0,26.68656849861145,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00043
0.0,1,1034.3974449634552,2.83874,200,25.83196496963501,17.0942,0.0,25.9526309967041,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00043
300.0,0.0647562346013,1058.8138225078583,2.83874,200,24.17038369178772,17.0942,0.000149778,24.375047206878662,0.0,-0.00538894,21.1601039695,1.5,5.64325e-05,-0.00571809,1.00043
500.0,0.0760902514391,1085.1311593055725,2.83604,200,26.02817416191101,17.0482,0.000345862,26.29168725013733,0.0,0.0173927,35.2668399492,2.5,0.000112478,0.0166755,0.999087
0.0,1,1111.783400297165,2.84474,200,26.43574833869934,17.1971,0.0,26.63258409500122,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1138.926408290863,2.84474,200,26.942922115325928,17.1971,0.0,27.129573822021484,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1163.1195862293243,2.84474,200,24.01123547554016,17.1971,0.0,24.170952081680298,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1187.126041650772,2.84474,200,23.852864265441895,17.1971,0.0,24.00080180168152,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1213.4317982196808,2.84474,200,26.030521869659424,17.1971,0.0,26.297373056411743,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1239.4655153751373,2.84474,200,25.83335018157959,17.1971,0.0,26.031397819519043,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1265.5639123916626,2.84474,200,25.807801961898804,17.1971,0.0,26.08828330039978,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
0.0,1,1292.7792015075684,2.84474,200,27.13407588005066,17.1971,0.0,27.200979709625244,0.0,-0.0,0.0,0.0,0.0,-0.0,1.00344
