0AverageReturn,1AveragePolicyStd,1Entropy,0MinReturn,0ProcessExecTime,0MaxReturn,Time,0NumTrajs,MeanKLBefore,0EnvExecTime,1MinReturn,1ProcessExecTime,1NumTrajs,ComputeUpdatedDistTime,ItrTime,1StdReturn,1PolicyExecTime,LossAfter,MeanKL,0StdReturn,0Entropy,0AveragePolicyStd,0PolicyExecTime,1EnvExecTime,LossBefore,1Perplexity,0ExplainedVariance,1MaxReturn,1AverageReturn,1ExplainedVariance,dLoss,0Perplexity
252.5,0.811253,2.41673,0.0,0.06229996681213379,2000.0,438.84964299201965,80,-1.11758717836e-08,1.4433209896087646,0.0,0.0753946304321289,80,0.11776161193847656,8.70304012298584,1127.60808795,2.984776496887207,-0.00265401322395,0.00815665908158,571.177511812,2.43183,0.817274,1.455141544342041,1.8578906059265137,-1.39698386192e-09,11.2092,0.0960294529952,2800.0,650.0,0.463954352456,0.00265401182696,11.3797
228.75,0.782842,2.34165,0.0,0.05316805839538574,1700.0,447.63186264038086,80,0.0,1.236098051071167,0.0,0.07198905944824219,80,0.08762049674987793,8.04662036895752,1106.25988696,2.8517770767211914,-0.00507554691285,0.00654222350568,499.047530301,2.3494,0.78596,1.336498498916626,1.7361268997192383,-3.72529029846e-09,10.3984,0.0432863625318,2800.0,636.25,0.453059215509,0.00507554318756,10.4793
280.0,0.775835,2.32176,0.0,0.05824136734008789,2100.0,456.07363510131836,80,-7.4505814851e-09,1.3601880073547363,0.0,0.07392454147338867,80,0.10060763359069824,8.432530879974365,1117.12172009,2.964738368988037,-0.00432161428034,0.0068471133709,600.707915713,2.33451,0.781218,1.429807186126709,1.8078265190124512,-2.79396772385e-09,10.1936,0.0869934339314,2800.0,643.75,0.470357665249,0.00432161148638,10.3244
251.25,0.784248,2.33967,0.0,0.04006195068359375,1800.0,464.2184250354767,80,0.0,0.9558451175689697,0.0,0.07198667526245117,80,0.08429622650146484,7.565472602844238,624.788714287,2.884049892425537,-0.00976507365704,0.00585379404947,548.177377771,2.33966,0.784886,1.1312131881713867,1.7534630298614502,0.0,10.3778,0.0687323487214,2300.0,303.75,0.294913350595,0.00976507365704,10.3777
302.5,0.781828,2.33415,0.0,0.0659019947052002,2200.0,473.03992438316345,80,0.0,1.545175313949585,0.0,0.07611083984375,80,0.09456920623779297,8.810451745986938,499.648313817,2.990525007247925,-0.0118863517419,0.00923809316009,625.094992781,2.33137,0.780589,1.564298391342163,1.8420617580413818,-7.45058059692e-09,10.3207,0.102708446902,1900.0,231.25,0.230157031231,0.0118863442913,10.292
291.25,0.790612,2.35792,0.0,0.05550360679626465,1900.0,481.8557343482971,80,0.0,1.304567813873291,0.0,0.07419109344482422,80,0.08440279960632324,8.21894097328186,1150.78709477,2.9480831623077393,-0.0034689726308,0.00809750705957,584.635302988,2.34848,0.787298,1.406545877456665,1.802971363067627,-6.51925802231e-09,10.5689,0.0732760828045,2800.0,663.75,0.420289041681,0.00346896611154,10.4697
250.0,0.782087,2.33511,0.0,0.05654454231262207,2000.0,490.1155958175659,80,0.0,1.2961764335632324,0.0,0.07506370544433594,80,0.08435654640197754,8.253264904022217,1131.81201509,3.000615358352661,-0.00347659643739,0.00636406708509,554.301362077,2.33793,0.783285,1.3810153007507324,1.835521936416626,9.77888703346e-09,10.3306,0.0711574638894,2800.0,651.25,0.460907876539,0.00347660621628,10.3598
171.25,0.778658,2.32726,0.0,0.042447566986083984,1900.0,498.34271812438965,80,-7.4505814851e-09,0.9995124340057373,0.0,0.07395315170288086,80,0.08529949188232422,7.631551027297974,1101.3741417,2.9011731147766113,-0.00154194328934,0.00830155145377,447.267746993,2.33365,0.781188,1.1526401042938232,1.7806758880615234,0.0,10.2498,0.0708670721269,2800.0,635.0,0.434718496232,0.00154194328934,10.3156
187.5,0.773869,2.32042,0.0,0.05895686149597168,1900.0,506.8388121128082,80,0.0,1.3588173389434814,0.0,0.07436180114746094,80,0.1041712760925293,8.490623235702515,1112.04766085,2.9675557613372803,-0.00676377303898,0.00986455380917,498.090102291,2.31789,0.772821,1.4156208038330078,1.7986488342285156,-9.31322574615e-10,10.18,0.053099118611,2800.0,640.0,0.446124965252,0.00676377210766,10.1542
211.25,0.766944,2.30175,0.0,0.06233716011047363,1800.0,515.9579820632935,80,0.0,1.4211738109588623,0.0,0.07319021224975586,80,0.08503365516662598,8.537561178207397,865.47584455,2.928436279296875,-0.00758129544556,0.00844836886972,504.97369981,2.3026,0.767428,1.4761786460876465,1.7800679206848145,-5.12227416039e-09,9.99163,0.0699209364242,2600.0,491.25,0.342757386836,0.00758129032329,10.0002
243.75,0.760564,2.28436,0.0,0.050228118896484375,1900.0,524.0727458000183,80,3.72529074255e-09,1.1579887866973877,0.0,0.07630681991577148,80,0.09807968139648438,8.103899240493774,551.446960278,3.0196549892425537,-0.00718880258501,0.00567774660885,528.640650631,2.28005,0.759243,1.2811129093170166,1.8554356098175049,2.79396772385e-09,9.81943,0.104246989579,1900.0,262.5,0.209677548113,0.00718880537897,9.77712
