1PolicyExecTime,1StdReturn,0MinReturn,0MaxReturn,0PolicyExecTime,1EnvExecTime,0AveragePolicyStd,0Perplexity,0AverageReturn,0ProcessExecTime,Time,0EnvExecTime,1MinReturn,dLoss,1ProcessExecTime,0Entropy,1ExplainedVariance,1AveragePolicyStd,0NumTrajs,1Perplexity,1AverageReturn,1MaxReturn,ComputeUpdatedDistTime,0StdReturn,1NumTrajs,LossBefore,1Entropy,ItrTime,MeanKLBefore,0ExplainedVariance,MeanKL,LossAfter
297.1980710029602,9833.35590274,0.0,23200.0,232.7485213279724,164.73721504211426,0.684679,7.99382,2704.2,6.458256721496582,29467.407262325287,161.45701360702515,0.0,0.00125787648722,6.498597145080566,2.07867,0.266007363525,0.684629,2000,7.99318,6951.3,23900.0,0.28281164169311523,5880.88193726,2000,5.52972778678e-10,2.07859,893.501547574997,2.98022833078e-08,0.0759247391598,0.00671853544191,-0.00125787593424
297.113529920578,9380.2332475,0.0,23700.0,230.7885537147522,163.68037104606628,0.676695,7.80471,2470.8,6.484565496444702,30362.6114962101,161.43637657165527,0.0,0.00123709363106,6.454470634460449,2.05473,0.21841067003,0.676524,2000,7.80113,6343.35,23800.0,0.24736905097961426,5638.53503669,2000,1.60071067512e-10,2.05427,890.5728905200958,2.2351732909e-08,0.0832286497413,0.00738803949207,-0.00123709347099
297.13632559776306,9780.89484659,0.0,23300.0,231.87686252593994,163.8778715133667,0.663032,7.49397,2247.15,6.531386375427246,31260.00464105606,161.97226405143738,0.0,0.00121494100131,6.5556793212890625,2.0141,0.236131366403,0.662395,2000,7.47904,6854.0,23900.0,0.24808073043823242,5280.78610412,2000,-1.47338141687e-10,2.0121,892.4496104717255,0.0,0.0715184027908,0.00655217608437,-0.00121494114865
296.862690448761,9383.60439157,0.0,23300.0,230.7509286403656,164.35135006904602,0.666489,7.57091,2057.75,6.537306308746338,32157.22597837448,162.327538728714,0.0,0.00107277894858,6.551562309265137,2.02431,0.240078911825,0.666844,2000,7.57869,6455.35,23800.0,0.24628090858459473,5063.29733844,2000,3.49245965481e-10,2.02534,892.1529731750488,0.0,0.0763834813282,0.00668473774567,-0.00107277859934
297.8249626159668,9349.34320033,0.0,23300.0,230.78570890426636,164.05620193481445,0.663821,7.50776,2119.5,6.505006313323975,33053.993067741394,161.50345516204834,0.0,0.00189878579113,6.4690446853637695,2.01594,0.259200664887,0.663826,2000,7.50787,6481.65,23800.0,0.25964856147766113,5341.55873786,2000,-6.11180439591e-10,2.01595,891.7617120742798,-2.98022868606e-08,0.0852740619962,0.00649270648137,-0.00189878640231
297.8603367805481,8915.41148742,0.0,23300.0,231.05385279655457,163.71788382530212,0.662199,7.46886,1953.15,6.571778297424316,33952.06569933891,162.67083358764648,0.0,0.00172729318729,6.5526580810546875,2.01074,0.24164267911,0.66141,2000,7.45084,5640.1,23800.0,0.26045680046081543,5216.55250884,2000,1.7462298274e-10,2.00833,893.1727125644684,0.0,0.0802947983468,0.00688238348812,-0.00172729301266
298.71109652519226,8901.94491095,0.0,23300.0,233.0647840499878,164.50451803207397,0.658462,7.37922,2469.4,6.491093873977661,34852.30280542374,161.51205968856812,0.0,0.0027182190388,6.512877941131592,1.99867,0.221792866008,0.658581,2000,7.38177,5678.05,23900.0,0.25452542304992676,6045.56148261,2000,-2.91038304567e-11,1.99901,895.4373619556427,0.0,0.103960611782,0.00808742735535,-0.0027182190679
297.9025104045868,8457.74963554,0.0,23300.0,235.28758573532104,163.9236354827881,0.650681,7.20326,2388.8,6.514253854751587,35753.79428982735,161.74356293678284,0.0,0.00190293992637,6.511861324310303,1.97453,0.228694790443,0.651194,2000,7.21531,4851.05,23800.0,0.2829115390777588,6058.48698604,2000,-1.22236087918e-09,1.9762,896.3997187614441,0.0,0.0979563870077,0.00689132278785,-0.00190294114873
298.3952867984772,9181.93112368,0.0,23300.0,233.73024725914001,163.58085584640503,0.644617,7.0681,2113.0,6.543236494064331,36654.65097761154,163.24894905090332,0.0,0.00161099339675,6.49507999420166,1.95559,0.267797707113,0.645024,2000,7.07751,6157.8,23800.0,0.26085472106933594,5849.44963223,2000,6.8757799454e-10,1.95692,896.4109916687012,0.0,0.0945958312447,0.00662259059027,-0.00161099270917
266.90853214263916,9501.90021785,0.0,23600.0,230.34346914291382,157.68777656555176,0.640127,6.9552,2492.6,6.53078818321228,37513.26132392883,161.70025086402893,0.0,0.00175627393764,6.306504249572754,1.93949,0.282221335096,0.640497,2000,6.96291,6708.5,23900.0,0.2852165699005127,6161.03280628,2000,-4.36557456851e-10,1.9406,853.7749404907227,0.0,0.0891710842862,0.00705298176035,-0.0017562743742
267.06220626831055,9519.73468315,0.0,23400.0,206.93534994125366,157.22893619537354,0.634542,6.83459,2896.7,6.367888927459717,38343.13903093338,156.78884363174438,0.0,0.00123096507014,6.203597545623779,1.922,0.243616175457,0.634147,2000,6.8251,6431.25,23900.0,0.2733898162841797,6639.22503836,2000,-1.81898940355e-10,1.92061,825.1301634311676,0.0,0.0950190522544,0.00711407745257,-0.00123096525203
266.384788274765,8778.07228496,0.0,23200.0,206.51833152770996,157.97335147857666,0.634414,6.8171,2453.5,6.251073837280273,39172.74246954918,155.73958945274353,0.0,0.00177703929148,6.298583745956421,1.91943,0.157796749282,0.634327,2000,6.81506,5323.6,23900.0,0.2677793502807617,6234.61608682,2000,-6.65750121698e-10,1.91914,825.0435013771057,-1.49011416539e-08,0.100692075872,0.00662220548838,-0.00177703995723
261.9357099533081,9515.84415265,0.0,23500.0,206.5792634487152,157.74801397323608,0.634478,6.8091,2468.55,6.310021162033081,40003.7674036026,155.72501754760742,0.0,0.00123461830754,6.304436445236206,1.91826,0.292726370372,0.635061,2000,6.8225,6629.75,23900.0,0.29385900497436523,6179.48912917,2000,1.75532477442e-10,1.92023,826.4614284038544,0.0,0.105038859493,0.00642930530012,-0.001234618132
262.84261298179626,9774.13267303,0.0,23400.0,208.0946741104126,157.57454442977905,0.632063,6.76414,2508.85,6.357295274734497,40841.7751686573,157.14183902740479,0.0,0.000843747497129,6.274227142333984,1.91163,0.289428363456,0.631743,2000,6.75823,7025.7,23900.0,0.2758622169494629,6188.95360118,2000,1.84081727639e-09,1.91076,833.1768388748169,0.0,0.0940670926521,0.00669475551695,-0.000843745656312
260.5409662723541,9187.96113128,0.0,23400.0,205.78387117385864,158.1756820678711,0.624525,6.59561,2323.4,6.300063848495483,41676.2812974453,156.13109302520752,0.0,0.00198851479945,6.309396743774414,1.8864,0.236490004906,0.624619,2000,6.59841,5929.5,24100.0,0.2928731441497803,6009.23725942,2000,7.05767888576e-10,1.88683,830.2102015018463,0.0,0.103384469472,0.00669526588172,-0.00198851409368
259.4257915019989,9738.03261945,0.0,23500.0,205.39759516716003,157.52338027954102,0.623025,6.56694,2613.35,6.348759889602661,42507.18932580948,157.04896235466003,0.0,0.00135606856202,6.248084306716919,1.88205,0.270980105985,0.623364,2000,6.57319,7054.55,23900.0,0.26150965690612793,6367.03751972,2000,-9.02218744159e-10,1.883,825.9647846221924,-7.45057038287e-09,0.107092825418,0.00728983618319,-0.00135606946424
261.1292097568512,9025.89959173,0.0,23500.0,210.52495312690735,158.0124249458313,0.614581,6.38792,2293.0,6.281738996505737,43338.28468322754,156.40151596069336,0.0,0.00190000302246,6.274252891540527,1.85441,0.211299029581,0.614791,2000,6.39221,5121.6,23900.0,0.2726466655731201,6036.49161351,2000,2.17551132664e-09,1.85508,826.8697879314423,-1.49011389894e-08,0.0912049275871,0.00706708012149,-0.00190000084694
