0AveragePolicyStd,dLoss,1MaxReturn,0ExplainedVariance,1StdReturn,1ExplainedVariance,0Entropy,LossAfter,0NumTrajs,1PolicyExecTime,1AverageReturn,0EnvExecTime,1Entropy,0ProcessExecTime,0Perplexity,Time,LossBefore,1AveragePolicyStd,0AverageReturn,0MaxReturn,1ProcessExecTime,MeanKL,1EnvExecTime,0PolicyExecTime,0MinReturn,1MinReturn,ComputeUpdatedDistTime,0StdReturn,1Perplexity,MeanKLBefore,1NumTrajs,ItrTime
0.606188,0.00173745094799,3000.0,0.0557595982526,1155.34842929,0.602485093048,1.82707,-0.00173745176289,1200,31.7496440410614,665.916666667,18.433265924453735,1.82674,0.8188252449035645,6.21565,5998.0703003406525,-8.14907252789e-10,0.606216,9.83333333333,2000.0,0.8459954261779785,0.00781022850424,19.498789310455322,19.607080698013306,0.0,0.0,0.07480573654174805,114.542447251,6.21358,1.49011576411e-08,1200,94.43898344039917
0.590879,0.00215623551048,1300.0,1,55.7464498122,0.0348264993964,1.77553,-0.0021562341135,1200,33.025604009628296,3.0,17.887140035629272,1.77553,0.7974872589111328,5.9034,6096.621378898621,1.39698386192e-09,0.590879,0.0,0.0,0.8886251449584961,0.0048751165159,20.374694347381592,20.47579550743103,0.0,0.0,0.09073376655578613,0.0,5.9034,0.0,1200,96.8920750617981
0.590599,0.00424845889211,2800.0,0.112837208786,1085.11696438,0.568367246158,1.77604,-0.00424845982343,1200,35.00645661354065,624.416666667,17.474013328552246,1.7774,0.7871644496917725,5.90643,6197.427508592606,-9.31322574615e-10,0.591059,26.9166666667,1700.0,0.9477756023406982,0.00692155165598,21.719746589660645,19.580731630325317,0.0,0.0,0.08320236206054688,195.534719139,5.91447,0.0,1200,98.91352891921997
0.586722,0.00366483537073,2900.0,0.135299720344,1134.85588904,0.577825080114,1.76197,-0.00366483605467,1200,35.12950253486633,654.333333333,18.056715726852417,1.76554,0.8062512874603271,5.82393,6297.006062269211,-6.83940015733e-10,0.587876,27.75,1800.0,0.9079210758209229,0.00962627958506,20.80669379234314,18.67404818534851,0.0,0.0,0.08203530311584473,192.149952294,5.84474,0.0,1200,97.71246695518494
0.57849,0.00448026764207,2800.0,0.0905832564705,1015.31289307,0.5768451965,1.72992,-0.00448026461527,1200,31.395894050598145,584.25,17.189542293548584,1.7292,0.7704346179962158,5.64019,6388.7570514678955,3.0267983675e-09,0.578346,19.8333333333,1900.0,0.8014745712280273,0.00743257813156,18.429275274276733,18.02152156829834,0.0,0.0,0.08027195930480957,155.370435483,5.63612,0.0,1200,89.8728494644165
0.570742,0.00304174108896,2800.0,0.0823184479418,1114.55297155,0.563798600853,1.69662,-0.00304174004123,1200,30.11887001991272,642.583333333,18.16459584236145,1.69686,0.8187410831451416,5.45549,6481.666002988815,1.04773789644e-09,0.57086,23.4166666667,1800.0,0.8123166561126709,0.00518011394888,18.615368127822876,19.23263168334961,0.0,0.0,0.09700918197631836,183.375733733,5.4568,0.0,1200,91.00788617134094
0.562801,0.000954384449869,3000.0,0.115420218762,1161.95381135,0.591550448749,1.66506,-0.000954383984208,1200,32.695324182510376,669.916666667,18.887712001800537,1.66743,0.8400924205780029,5.286,6581.382795572281,4.65661287308e-10,0.563471,27.6666666667,1900.0,0.880256175994873,0.00482676038519,20.225507259368896,21.342392206192017,0.0,0.0,0.07122302055358887,197.360640003,5.29851,0.0,1200,98.24020671844482
0.552532,0.000724801328033,2900.0,0.118825358183,1166.94944192,0.59746354798,1.6233,-0.000724799931049,1200,31.96563410758972,673.0,17.559882402420044,1.62476,0.7878987789154053,5.06981,6677.455022096634,1.39698386192e-09,0.55312,22.5,1800.0,0.8553338050842285,0.00651384564117,19.78494668006897,19.8180992603302,0.0,0.0,0.07351970672607422,174.958328372,5.07719,0.0,1200,94.1143639087677
0.560099,0.00152643909678,2900.0,0.0642527777039,1133.778295,0.605628183156,1.65105,-0.00152643816546,1200,25.160940647125244,653.666666667,14.631921768188477,1.64755,0.659970760345459,5.21246,6752.853932619095,9.31322574615e-10,0.559118,9.91666666667,1600.0,0.6176400184631348,0.00790926162153,14.25046968460083,14.962955951690674,0.0,0.0,0.07519984245300293,111.996992767,5.19426,7.45057793239e-09,1200,73.27368927001953
0.545665,0.00146046723239,2900.0,0.0660597258797,1159.84261384,0.596302556756,1.59743,-0.00146046839654,1200,24.52042865753174,668.666666667,13.856258630752563,1.59656,0.6401412487030029,4.94031,6826.641750335693,-1.16415321827e-09,0.545488,9.16666666667,1800.0,0.6055212020874023,0.00982668157667,13.884406805038452,15.298429489135742,0.0,0.0,0.08201003074645996,111.874806021,4.93605,0.0,1200,71.96844339370728
0.532506,0.00256893615006,3000.0,0.0417205739904,1147.63304421,0.590134646568,1.5554,-0.00256893644109,1200,22.292253494262695,660.25,14.84381914138794,1.55212,0.6715848445892334,4.73698,6899.684664011002,-2.91038304567e-10,0.531722,4.83333333333,1700.0,0.6015136241912842,0.00904850102961,13.555870532989502,16.186611890792847,0.0,0.0,0.07696413993835449,80.6843988775,4.72145,0.0,1200,71.30100893974304
0.531067,0.00460212631151,2900.0,0.0396061062188,1112.66246005,0.600253929638,1.55227,-0.00460212305188,1200,22.625895261764526,638.5,14.778208494186401,1.55389,0.6712782382965088,4.72217,6975.195830583572,3.25962901115e-09,0.531519,3.58333333333,1300.0,0.6013686656951904,0.00886736344546,13.46431827545166,18.14186406135559,0.0,0.0,0.10392022132873535,60.377918609,4.72984,0.0,1200,73.4296543598175
0.530704,0.00433283648454,2600.0,0.0280849061608,946.251636576,0.648214464974,1.55245,-0.00433283858001,1200,23.45863437652588,543.583333333,14.339740991592407,1.55733,0.6640617847442627,4.72301,7051.737288713455,-2.09547579288e-09,0.531983,1.58333333333,1900.0,0.6247913837432861,0.00739411823452,14.049598693847656,17.929685354232788,0.0,0.0,0.08322310447692871,54.8254173617,4.74613,7.45057882057e-09,1200,74.2213830947876
0.518867,0.0,0.0,1,0.0,1,1.50661,0.0,1200,25.660255670547485,0.0,13.831791162490845,1.50661,0.6285955905914307,4.51142,7127.570743560791,0.0,0.518867,0.0,0.0,0.6432187557220459,0.0,14.448601484298706,15.536454439163208,0.0,0.0,0.0736234188079834,0.0,4.51142,0.0,1200,74.26752018928528
