1MinReturn,LossBefore,0AveragePolicyStd,ComputeUpdatedDistTime,1ExplainedVariance,0Entropy,0EnvExecTime,MeanKL,1EnvExecTime,0ExplainedVariance,1AveragePolicyStd,0Perplexity,0StdReturn,MeanKLBefore,LossAfter,1AverageReturn,dLoss,1Entropy,ItrTime,Time,0PolicyExecTime,1PolicyExecTime,1MaxReturn,1ProcessExecTime,1StdReturn,0MinReturn,1Perplexity,0MaxReturn,0NumTrajs,0ProcessExecTime,1NumTrajs,0AverageReturn
0.0,6.98491930962e-10,0.823738,0.1493232250213623,0.357495375351,2.44016,39.65312051773071,0.00993194524199,41.378912925720215,0.101488601718,0.822306,11.4749,5631.39733437,0.0,-0.00250195758417,9405.0,0.00250195828266,2.43649,254.25613975524902,12680.264160633087,70.20320010185242,92.39908909797668,24000.0,1.647592306137085,10991.9550126,0.0,11.4328,23300.0,400,1.6406002044677734,400,2193.75
0.0,0.0,0.818302,0.13240742683410645,0.309831301606,2.42484,40.139044761657715,0.00712077505887,41.313308238983154,0.106596180626,0.817082,11.3004,5641.35422018,-1.86264581536e-09,-0.00324377045035,8584.25,0.00324377045035,2.42171,255.80371809005737,12937.771599054337,71.18882632255554,92.80301308631897,23600.0,1.6870973110198975,10557.3115393,0.0,11.2651,23600.0,400,1.692394733428955,400,2054.75
0.0,-1.2805685401e-09,0.820059,0.11279487609863281,0.307431778809,2.42737,39.90776085853577,0.00786574557424,41.406535625457764,0.113121708213,0.821158,11.3291,6679.61764905,1.8626464815e-09,-0.0024425345473,8783.75,0.00244253326673,2.43029,256.6038691997528,13195.550084352493,71.36376953125,93.82447981834412,23700.0,1.6609692573547363,10585.4598831,0.0,11.3622,23400.0,400,1.6635878086090088,400,2805.75
0.0,3.20142135024e-10,0.803555,0.13741230964660645,0.303325915956,2.38456,40.1189124584198,0.0094995573163,41.00385880470276,0.0871395664831,0.801645,10.8543,6373.83890897,1.8626464815e-09,-0.00199280725792,8127.0,0.00199280757806,2.37962,255.2883746623993,13452.35415148735,71.02426624298096,93.3092131614685,23700.0,1.631049394607544,10642.4560605,0.0,10.8008,23700.0,400,1.70123291015625,400,2492.75
0.0,-1.25146470964e-09,0.786365,0.1783146858215332,0.311644263344,2.34268,39.887253761291504,0.00960670597851,41.51775860786438,0.100053850676,0.786048,10.4091,7073.39096544,0.0,-0.00278415973298,8809.25,0.00278415848152,2.34212,264.46184730529785,13717.94234418869,70.87357139587402,101.62784433364868,23800.0,1.6721463203430176,10911.9677161,0.0,10.4033,23400.0,400,1.659515142440796,400,3340.5
0.0,2.32830643654e-10,0.778907,0.12630105018615723,0.291195520937,2.32118,40.2122266292572,0.00696439482272,41.24833106994629,0.0825080145336,0.777942,10.1877,6786.34297689,0.0,-0.0025521623902,9219.25,0.00255216262303,2.31846,254.7338161468506,13973.822789669037,70.91136717796326,92.55696845054626,23700.0,1.6634244918823242,10850.8918729,0.0,10.16,23700.0,400,1.670210361480713,400,3057.0
0.0,-5.82076609135e-10,0.781819,0.11713624000549316,0.248486893117,2.32759,40.49200892448425,0.00789607036859,41.12529754638672,0.0617058226393,0.781617,10.2532,6829.54789408,1.86264581536e-09,-0.00157642085105,7666.25,0.00157642026898,2.32666,255.1568672657013,14230.504870414734,70.56720328330994,92.77045631408691,23800.0,1.6699283123016357,10666.9084527,0.0,10.2437,23200.0,400,1.6637294292449951,400,3100.75
0.0,9.31322574615e-10,0.77453,0.11838626861572266,0.233178423088,2.30706,39.8727240562439,0.00818973127753,41.812427043914795,0.0854822870204,0.773847,10.0448,7604.35368309,0.0,-0.00199828087352,7972.5,0.00199828180484,2.30536,256.0887761116028,14487.571493148804,70.6158926486969,93.80265641212463,23700.0,1.700216293334961,10658.5455739,0.0,10.0278,23700.0,400,1.6736197471618652,400,3539.75
0.0,1.48429535329e-09,0.775236,0.14714789390563965,0.232105692662,2.31207,39.54265522956848,0.00635473942384,41.251320600509644,0.0760116503971,0.775156,10.0953,7698.82734171,1.4901171852e-08,-0.0025284551084,8071.0,0.0025284565927,2.31108,254.03692317008972,14742.74438714981,70.09681820869446,93.10053968429565,23800.0,1.6425368785858154,10654.3211421,0.0,10.0853,23500.0,400,1.6609232425689697,400,3747.25
0.0,8.73114913702e-10,0.780146,0.12132430076599121,0.225360114768,2.32612,39.926652908325195,0.00677458802238,41.38628387451172,0.095583919347,0.779992,10.2381,8003.29980383,3.72529163073e-09,-0.00168090383522,6566.25,0.00168090470834,2.32515,265.07038283348083,15009.248448610306,80.11861062049866,93.65551280975342,23800.0,1.68267822265625,9920.55875128,0.0,10.2282,24000.0,400,1.716630458831787,400,3943.5
0.0,5.82076609135e-10,0.779489,0.1297752857208252,0.265723521129,2.32396,39.89575958251953,0.0064370688051,41.46428322792053,0.0800233676136,0.778964,10.216,8028.5438865,0.0,-0.00188857596368,8480.0,0.00188857654575,2.32263,254.9570655822754,15265.284772396088,70.07209300994873,92.96260929107666,24000.0,1.6957910060882568,10981.837278,0.0,10.2025,23700.0,400,1.678701400756836,400,4344.25
0.0,5.23868948221e-10,0.77598,0.12000226974487305,0.31371401509,2.31623,39.93235898017883,0.0085812099278,41.39037322998047,0.0899070701814,0.774953,10.1374,6940.33752331,0.0,-0.00216560438275,7884.0,0.00216560490662,2.3134,254.80425310134888,15521.285993814468,70.21691393852234,93.45808386802673,23800.0,1.661060094833374,10607.9424961,0.0,10.1087,23600.0,400,1.6791460514068604,400,3167.75
