1MinReturn,0ProcessExecTime,ItrTime,1Perplexity,1StdReturn,0Perplexity,1ExplainedVariance,1PolicyExecTime,ComputeUpdatedDistTime,0AverageReturn,0NumTrajs,0MinReturn,0Entropy,dLoss,1AverageReturn,1ProcessExecTime,0EnvExecTime,1EnvExecTime,0ExplainedVariance,1Entropy,1AveragePolicyStd,0StdReturn,0MaxReturn,MeanKLBefore,0PolicyExecTime,Time,0AveragePolicyStd,1MaxReturn,LossAfter,MeanKL,LossBefore,1NumTrajs
0.0,1.2563247680664062,175.08338451385498,7.22112,1007.30751883,7.23231,0.180293037486,60.354653120040894,0.10584568977355957,354.65,2000,0.0,1.97856,0.00259304672363,591.25,1.1846117973327637,34.80470275878906,34.385977029800415,0.0681100855994,1.97701,0.650682,745.190161972,2900.0,0.0,37.27574872970581,10471.939319133759,0.651184,2900.0,-0.00259304791689,0.00761996861547,-1.19325704873e-09,2000
0.0,1.1389775276184082,155.31369185447693,7.1138,967.841721306,7.15712,0.160441054077,49.18099808692932,0.1124417781829834,352.85,2000,0.0,1.96811,0.00456449820194,548.45,1.0698235034942627,32.27230930328369,31.492044925689697,0.0629259956228,1.96204,0.645954,743.015395197,2700.0,-7.45057970875e-09,34.77927875518799,10631.496123075485,0.647899,2900.0,-0.00456449668854,0.00953356269747,1.51339918375e-09,2000
0.0,1.111879587173462,153.9765429496765,6.93603,952.552097,6.96922,0.15952195624,49.64094090461731,0.12369728088378906,354.8,2000,0.0,1.9415,9.31322574615e-10,545.05,1.078965663909912,31.339240550994873,31.910176277160645,0.0661702378165,1.93673,0.638016,739.727625549,2700.0,0.0,32.859546422958374,10788.843217611313,0.639485,2900.0,1.2805685401e-09,0.0,2.21189111471e-09,2000
0.0,1.1160025596618652,153.78986525535583,6.94775,1032.25806366,6.96922,0.202433230958,52.35847043991089,0.12165212631225586,368.25,2000,0.0,1.9415,0.00383646390401,657.3,1.0689294338226318,31.37352418899536,31.499799489974976,0.0751303147347,1.93842,0.638515,755.517661938,2800.0,0.0,31.009108066558838,10946.032969236374,0.639485,2900.0,-0.00383646576665,0.00706384703517,-1.86264514923e-09,2000
0.0,1.1107535362243652,152.11929655075073,6.7199,1024.77021327,6.75932,0.181039823945,51.30784296989441,0.10405278205871582,362.55,2000,0.0,1.91092,0.00332009408157,630.1,1.0774953365325928,31.246041536331177,31.52439856529236,0.0757702102666,1.90507,0.627736,749.721613334,2800.0,0.0,30.472917318344116,11102.349050283432,0.629578,2900.0,-0.00332009419799,0.00674632657319,-1.16415321827e-10,2000
0.0,1.1177334785461426,152.58858680725098,6.63929,959.583112607,6.65336,0.167554179208,50.9311637878418,0.11082696914672852,343.65,2000,0.0,1.89512,0.0038859769702,544.5,1.0686523914337158,31.79500675201416,31.380786180496216,0.0621719894612,1.893,0.624054,734.213645678,2900.0,0.0,30.33672022819519,11258.44332742691,0.624689,2900.0,-0.00388597510755,0.0079878680408,1.86264514923e-09,2000
0.0,1.12294602394104,149.63279604911804,6.5452,1038.29460053,6.57875,0.222703905037,48.89368557929993,0.11099743843078613,330.25,2000,0.0,1.88384,0.00411336077377,661.15,1.0863475799560547,31.59677290916443,31.976077556610107,0.0593464973434,1.87873,0.619982,714.982473561,2800.0,0.0,29.570815563201904,11411.321496248245,0.621564,2900.0,-0.00411336077377,0.00613710703328,0.0,2000
0.0,1.1111371517181396,154.92210578918457,6.50481,1045.41884429,6.50624,0.212533278765,50.20294547080994,0.11347317695617676,373.65,2000,0.0,1.87276,0.0019669670728,671.2,1.0841422080993652,31.570369005203247,31.868191719055176,0.0631668879106,1.87254,0.618017,753.671465229,2700.0,7.45057970875e-09,33.65365791320801,11569.748475074768,0.618085,2900.0,-0.00196696608327,0.0091947382316,9.89530235529e-10,2000
0.0,1.1167621612548828,152.60367727279663,6.4513,1036.6557963,6.4574,0.206832074769,49.0900399684906,0.1079709529876709,352.3,2000,0.0,1.86523,0.00308350840351,657.4,1.0714433193206787,31.399314403533936,31.770686626434326,0.0663495004747,1.86428,0.615554,744.321644183,2700.0,0.0,32.561973094940186,11726.049255371094,0.615853,2900.0,-0.00308350659907,0.00636736629531,1.80443748832e-09,2000
0.0,1.10813570022583,151.7793607711792,6.32695,1045.01999502,6.32849,0.220962647818,52.19075298309326,0.10908079147338867,353.1,2000,0.0,1.84506,0.0026896399213,663.9,1.0687322616577148,31.465999364852905,31.474140882492065,0.0666018210221,1.84482,0.60973,735.398116669,2900.0,0.0,29.13761258125305,11881.29627609253,0.609738,2900.0,-0.00268964027055,0.00836146064103,-3.49245965481e-10,2000
0.0,1.1161370277404785,152.92328000068665,6.26364,1011.99799283,6.26709,0.188662447187,52.641711473464966,0.11318445205688477,363.25,2000,0.0,1.83531,-4.65661287308e-10,630.25,1.0829627513885498,31.546146631240845,31.86171007156372,0.0685647511602,1.83476,0.606951,751.002288612,2700.0,0.0,28.707908391952515,12037.68543601036,0.607086,2900.0,1.68802216649e-09,0.0,1.22236087918e-09,2000
0.0,1.1163618564605713,149.12266898155212,6.23583,1054.37450178,6.26709,0.211136083188,49.513383865356445,0.11504626274108887,353.0,2000,0.0,1.83531,0.00264170137234,647.9,1.071591854095459,31.563509225845337,31.320385456085205,0.0695110890942,1.83031,0.605601,743.021534008,2700.0,0.0,28.7701313495636,12190.263494968414,0.607086,3000.0,-0.00264170020819,0.0054559931159,1.16415321827e-09,2000
0.0,1.1185500621795654,153.9055633544922,6.16165,1018.21998483,6.17958,0.203039100818,48.51976466178894,0.10168290138244629,341.25,2000,0.0,1.82125,0.00120192053146,641.75,1.074814796447754,31.448736906051636,31.660572052001953,0.0547123824668,1.81835,0.602134,714.887010303,2700.0,0.0,32.375486612319946,12348.005768537521,0.60298,2900.0,-0.00120191823225,0.00632915599272,2.29920260608e-09,2000
