1MaxReturn,LossBefore,1EnvExecTime,1AverageReturn,1ProcessExecTime,MeanKLBefore,0MinReturn,0ExplainedVariance,LossAfter,MeanKL,0PolicyExecTime,0StdReturn,0EnvExecTime,0AveragePolicyStd,0Perplexity,1ExplainedVariance,1AveragePolicyStd,0NumTrajs,dLoss,1StdReturn,0Entropy,ItrTime,0MaxReturn,1Entropy,ComputeUpdatedDistTime,Time,1PolicyExecTime,1NumTrajs,1Perplexity,1MinReturn,0ProcessExecTime,0AverageReturn
35200.0,8.06176125856e-10,73.52681541442871,10259.75,1.9797489643096924,4.34228519808e-09,0.0,0.0325966674564,-0.00467536319047,0.00931524205953,11.367896795272827,7403.35639676,41.12797498703003,0.989084,16.7071,0.209364174577,0.99174,400,0.00467536399665,11198.5492336,2.81583,202.64999270439148,37000.0,2.82113,0.35308027267456055,9445.391380548477,66.13909435272217,400,16.7958,0.0,1.166081428527832,3553.75
35200.0,1.22818166748e-09,74.46906352043152,9481.5,1.931082010269165,5.22705390082e-09,0.0,0.0383391395355,-0.00390663230792,0.00912190508097,11.008641242980957,6099.73007087,39.34568691253662,0.987615,16.6574,0.115499554355,0.986903,400,0.0039066335361,11001.3298173,2.81286,201.41851329803467,29200.0,2.81135,0.3347616195678711,9647.477463006973,66.20573258399963,400,16.6323,0.0,1.1372320652008057,2904.25
35200.0,1.43190848068e-09,75.43634629249573,6637.75,2.025582790374756,3.27709059889e-09,0.0,0.0178125157422,-0.0034148208797,0.00645175343379,10.882015705108643,6966.35923116,38.82890439033508,0.988056,16.6721,0.139306178525,0.986599,400,0.00341482231161,10433.2736923,2.81374,202.44148778915405,33800.0,2.81074,0.36244988441467285,9849.9292178154,66.52197265625,400,16.6222,0.0,1.1800205707550049,2776.25
37600.0,-1.37952149704e-09,74.63833284378052,11491.0,1.9586386680603027,1.31112642965e-09,0.0,0.0308845344023,-0.0039852950722,0.00670508807525,11.605677604675293,5488.1563161,42.41594648361206,0.987355,16.6479,0.180331195507,0.987418,400,0.00398529369268,11409.6853156,2.81228,205.8605489730835,29000.0,2.81235,0.3261077404022217,10056.439643383026,66.61354327201843,400,16.649,0.0,1.253709316253662,2859.5
37700.0,-2.4447219249e-10,75.97122550010681,8316.5,2.0869123935699463,3.16504067399e-09,0.0,0.0260359294542,-0.00439508678392,0.00980798527598,10.067098140716553,5675.66625494,33.898772954940796,0.988994,16.7037,0.140469294061,0.989961,400,0.00439508653944,10861.764486,2.81563,197.93593382835388,35700.0,2.81758,0.32564330101013184,10254.382402896881,67.51415419578552,400,16.7362,0.0,1.0238230228424072,2537.25
35500.0,-1.03755160019e-09,75.54955625534058,6296.0,1.9804656505584717,-1.32713595669e-09,0.0,0.0172421171968,-0.00342329521663,0.00640596542507,10.11932373046875,6794.41675201,34.673991441726685,0.988038,16.6733,0.0516980205698,0.989922,400,0.00342329417908,9904.80105807,2.81381,197.31018328666687,36400.0,2.81759,0.35083508491516113,10452.368714809418,66.56429362297058,400,16.7364,0.0,1.0473697185516357,3049.0
38800.0,-2.73576050702e-10,75.66418695449829,7755.0,2.0261480808258057,-1.39699946056e-10,0.0,0.017731674675,-0.00346576888114,0.00663476670161,10.905997514724731,5811.99823103,38.57833170890808,0.983371,16.5161,0.100591543547,0.983761,400,0.00346576860757,11726.8399409,2.80434,202.50907230377197,28700.0,2.80509,0.35439324378967285,10654.889790058136,66.73104119300842,400,16.5285,0.0,1.169177532196045,2401.25
37100.0,-4.94037477594e-10,75.62382340431213,4676.25,2.0091350078582764,5.86733639452e-09,0.0,0.0152444403561,-0.0041279331781,0.00899010431021,10.883882522583008,7227.98443551,38.645026206970215,0.980778,16.4283,0.127063808204,0.98288,400,0.00412793268406,9457.32313805,2.799,202.01877093315125,37600.0,2.80326,0.3190023899078369,10857.562323093414,66.42522954940796,400,16.4983,0.0,1.2157654762268066,2721.0
36200.0,7.04312663746e-10,72.89111185073853,7377.25,1.9625897407531738,-7.17118409099e-09,0.0,0.019437793418,-0.00383651535958,0.00738181080669,10.811360120773315,7758.03444421,38.06453204154968,0.984707,16.5607,0.14107815271,0.986293,400,0.00383651606389,10536.5700034,2.80703,198.39662790298462,36000.0,2.81018,0.33757472038269043,11055.969518661499,66.1541531085968,400,16.6128,0.0,1.1504395008087158,3431.25
39100.0,2.16459655755e-10,75.4307951927185,9347.0,2.0148813724517822,2.79397283087e-09,0.0,0.0298792102676,-0.00478024827316,0.00731634441763,10.987466812133789,8390.50069647,38.965025186538696,0.982567,16.489,0.171013972037,0.985015,400,0.00478024848962,12235.9160262,2.80269,202.67441248893738,37700.0,2.80759,0.3248586654663086,11259.272861003876,66.75006413459778,400,16.57,0.0,1.1537034511566162,3665.75
38400.0,-1.6763805899e-09,72.06654524803162,8584.75,1.8734021186828613,-6.23986284864e-09,0.0,0.0587033244113,-0.00378008978441,0.00665303599089,10.371935844421387,4539.35815259,35.95130896568298,0.97831,16.3463,0.177760801217,0.98062,400,0.00378008810803,11972.5683309,2.794,194.4991159439087,32100.0,2.79864,0.32445788383483887,11453.784216165543,65.7637369632721,400,16.4222,0.0,1.0910189151763916,1644.75
38800.0,4.42378245147e-10,75.6916880607605,6897.0,1.9829318523406982,-5.26196952677e-09,0.0,0.0382549508495,-0.00418931385502,0.0098321409896,10.53251600265503,5178.02176874,36.771979093551636,0.975086,16.2387,0.0992319183861,0.97375,400,0.0041893142974,11601.8292092,2.78739,200.2085542678833,34200.0,2.78462,0.34700870513916016,11654.632152795792,66.74075984954834,400,16.1937,0.0,1.1271886825561523,2073.25
41000.0,9.02218744159e-10,75.08436250686646,10997.5,1.9757804870605469,4.51028103754e-16,0.0,0.0187131723207,-0.00419728504494,0.00650189211592,10.193153858184814,6004.10962904,35.01143169403076,0.981379,16.4492,0.175159776716,0.981552,400,0.00419728594716,14309.7814012,2.80028,197.10146689414978,32300.0,2.80059,0.33907198905944824,11851.746098041534,66.35971140861511,400,16.4544,0.0,1.0149853229522705,2527.25
39300.0,-2.91038249056e-10,75.44102668762207,5857.5,2.032338857650757,-5.96046234591e-09,0.0,0.0536485400772,-0.00442465115339,0.00668773241341,10.74034333229065,4857.47047726,37.86881995201111,0.982215,16.477,0.0853700614657,0.98047,400,0.00442465086235,10504.3749814,2.80197,201.39555764198303,26500.0,2.79837,0.344862699508667,12053.793068170547,66.65401244163513,400,16.4179,0.0,1.1160247325897217,2066.75
40100.0,-6.91215917836e-10,72.647634267807,4955.0,1.983879566192627,-1.93249483083e-09,0.0,0.0214477018226,-0.00421390682459,0.00698423944414,11.57550859451294,5877.74012695,42.170528173446655,0.977752,16.3266,0.145160393047,0.980413,400,0.00421390613337,9492.00321323,2.79279,203.59275913238525,32000.0,2.79814,0.8763678073883057,12257.396359682083,66.0185317993164,400,16.4141,0.0,1.1975080966949463,2289.0
