1NumTrajs,dLoss,ComputeUpdatedDistTime,0Perplexity,0AverageReturn,ItrTime,0EnvExecTime,0MaxReturn,1AveragePolicyStd,0Entropy,1AverageReturn,0ProcessExecTime,1StdReturn,Time,0NumTrajs,0StdReturn,1EnvExecTime,0ExplainedVariance,MeanKLBefore,1MaxReturn,LossBefore,MeanKL,1ExplainedVariance,0MinReturn,1ProcessExecTime,0AveragePolicyStd,1Perplexity,LossAfter,0PolicyExecTime,1MinReturn,1PolicyExecTime,1Entropy
1200,0.00685582234291,0.07861471176147461,7.2664,31.75,81.21554517745972,16.688936948776245,2300.0,0.652799,1.98326,705.25,0.7364521026611328,962.33090506,3528.467824459076,1200,189.297660225,16.439173698425293,0.0768357272686,0.0,2800.0,2.03726813197e-09,0.00650675594807,0.515650596486,0.0,0.708441972732544,0.652288,7.27751,-0.00685582030565,16.487566709518433,0.0,26.90413188934326,1.98479
1200,0.00513133680215,0.08441662788391113,7.16404,28.1666666667,80.66029405593872,18.801947116851807,2400.0,0.648231,1.96907,902.0,0.8179471492767334,1045.56810714,3610.9003455638885,1200,189.490471763,14.798790454864502,0.106093147437,0.0,2900.0,-5.23868948221e-10,0.00952522084117,0.448779326481,0.0,0.6385552883148193,0.647729,7.17481,-0.00513133732602,18.933319091796875,0.0,23.546283721923828,1.97058
1200,0.00605609850027,0.07035493850708008,7.21114,34.6666666667,77.13847136497498,17.51604127883911,2100.0,0.651546,1.97563,950.25,0.7690916061401367,1038.42024449,3689.987369298935,1200,199.745393494,14.246248483657837,0.107524468532,-1.49011523121e-08,3000.0,-1.62981450558e-09,0.00957000162452,0.464089268591,0.0,0.62044358253479,0.649921,7.24695,-0.00605610013008,18.284906148910522,0.0,22.58089852333069,1.98058
1200,0.00440703995991,0.07492733001708984,7.16619,28.4166666667,79.93899655342102,16.8732168674469,2000.0,0.64974,1.96937,637.083333333,0.7229278087615967,907.983017309,3771.7905580997467,1200,180.97189392,15.643810033798218,0.112220684938,0.0,2800.0,-3.49245965481e-10,0.00716767599806,0.398306178941,0.0,0.6664297580718994,0.647965,7.2052,-0.00440704030916,17.781118869781494,0.0,24.931859016418457,1.9748
1200,0.0052395923849,0.08062005043029785,7.15615,31.5,83.52236866950989,17.606492042541504,2000.0,0.647407,1.96797,851.166666667,0.7685863971710205,1003.21083139,3857.2266516685486,1200,183.278703982,16.56405544281006,0.080048696346,2.23517311326e-08,2900.0,2.77941580862e-09,0.00675409147516,0.422648903754,0.0,0.7045855522155762,0.647519,7.15479,-0.00523958960548,17.484055042266846,0.0,27.114596128463745,1.96778
1200,0.0057130693458,0.0787973403930664,7.0192,41.8333333333,79.09398889541626,17.535725355148315,2100.0,0.642236,1.94865,832.5,0.7723972797393799,1011.01125117,3938.248611688614,1200,210.237894354,15.319885492324829,0.120238022636,-7.45057793239e-09,2900.0,-4.19095158577e-09,0.00738738663495,0.38208272547,0.0,0.661989688873291,0.641363,7.03911,-0.00571307353675,17.496105909347534,0.0,24.11742091178894,1.95148
1200,0.00526597026328,0.08018946647644043,6.88786,25.9166666667,85.42578625679016,17.621905088424683,1900.0,0.635503,1.92976,938.083333333,0.7733798027038574,1000.78702016,4025.234933614731,1200,168.779915044,17.25495672225952,0.0906906264478,0.0,2900.0,9.45874489844e-10,0.00978233013302,0.43647731691,0.0,0.7336740493774414,0.635416,6.88832,-0.00526596931741,18.61711025238037,0.0,27.14798617362976,1.92983
1200,0.00602597766556,0.07217717170715332,6.78706,17.5,87.93449640274048,16.233310222625732,1700.0,0.630372,1.91502,853.75,0.7319574356079102,1006.98523864,4115.096186637878,1200,126.861144564,19.20028829574585,0.0788640251981,0.0,2900.0,-2.56113708019e-09,0.00953370612115,0.450168599003,0.0,0.7868430614471436,0.630768,6.77894,-0.0060259802267,17.102856159210205,0.0,30.442704439163208,1.91382
1200,0.0047203215654,0.08047032356262207,6.67233,35.9166666667,100.76185345649719,20.98509192466736,2100.0,0.62479,1.89797,806.916666667,0.8551623821258545,983.256744899,4217.664345026016,1200,213.74048062,20.51295018196106,0.134252795764,0.0,2900.0,6.40284270048e-10,0.0065205055289,0.473672005,0.0,0.8312668800354004,0.625463,6.65812,-0.00472032092512,20.931476354599,0.0,33.16279935836792,1.89584
1200,0.00379680213518,0.08208465576171875,6.61288,27.75,97.46291470527649,19.93034839630127,1900.0,0.622449,1.88902,959.333333333,0.8233466148376465,1113.8280338,4316.972324371338,1200,173.843619862,20.188982248306274,0.108579858058,0.0,2900.0,-1.16415321827e-09,0.00668546790257,0.471096006749,0.0,0.8052377700805664,0.622682,6.60986,-0.00379680329934,20.357025384902954,0.0,31.957932233810425,1.88856
1200,0.00404430250637,0.07776737213134766,6.51654,39.75,99.47706651687622,20.151174306869507,2300.0,0.617615,1.87434,951.416666667,0.8349215984344482,1098.46013115,4418.338679075241,1200,211.608768328,20.479480266571045,0.12164742103,0.0,2900.0,2.09547579288e-09,0.0097141135484,0.464582916788,0.0,0.8110685348510742,0.618196,6.50317,-0.0040443004109,21.348674535751343,0.0,32.379878520965576,1.87229
1200,0.00582597727771,0.08167862892150879,6.53728,32.25,100.43562316894531,20.455625295639038,1800.0,0.619213,1.87752,1010.33333333,0.8446633815765381,1110.51484557,4520.729490041733,1200,190.179575227,20.811761617660522,0.0821099412057,0.0,2900.0,1.36788003147e-09,0.00984916463494,0.456682975119,0.0,0.8369307518005371,0.619127,6.54021,-0.00582597590983,20.45778775215149,0.0,33.56775689125061,1.87797
1200,0.00656095895829,0.08089470863342285,6.38694,22.4166666667,90.8678674697876,20.148266553878784,1600.0,0.613351,1.85426,847.083333333,0.8285396099090576,963.375053162,4613.172733306885,1200,148.624223201,17.361172914505005,0.0608460786399,2.23517382381e-08,2800.0,-1.82626536116e-09,0.00685754790902,0.488149934849,0.0,0.7250640392303467,0.612036,6.41478,-0.00656096078455,20.282687425613403,0.0,28.286983728408813,1.8586
1200,0.00592931860592,0.07465195655822754,6.21362,13.5,76.36287713050842,16.225094318389893,1500.0,0.605292,1.82674,943.916666667,0.7368471622467041,1064.54042966,4691.45405292511,1200,98.7475738099,15.277313232421875,0.0445744141865,0.0,3000.0,2.67755240202e-09,0.00720650749281,0.511495300747,0.0,0.6576507091522217,0.603829,6.24203,-0.00592931592837,16.25737190246582,0.0,24.066792011260986,1.83131
1200,0.00456028431654,0.07810616493225098,6.04645,15.5,82.36378598213196,16.800028562545776,1700.0,0.596212,1.79947,837.166666667,0.7558343410491943,1012.80236912,4775.703493595123,1200,128.425399876,16.48502779006958,0.0719379017756,2.22044604925e-16,2800.0,-4.65661287308e-10,0.00914211571217,0.449713936894,0.0,0.7078874111175537,0.595635,6.05826,-0.0045602847822,17.95138931274414,0.0,26.43387722969055,1.80142
1200,0.00599586591125,0.10937047004699707,6.01234,15.0,77.48740005493164,16.32554531097412,1800.0,0.593286,1.79381,784.666666667,0.7285032272338867,1009.70204626,4855.3055510520935,1200,117.721422576,15.18406057357788,0.0439128153258,0.0,2800.0,2.32830643654e-09,0.00656549911946,0.472232432428,0.0,0.6606965065002441,0.593989,5.99621,-0.00599586358294,16.148842573165894,0.0,25.107697248458862,1.79113
1200,0.00581042596605,0.08159112930297852,5.79694,14.75,75.80727529525757,15.958007574081421,1900.0,0.583676,1.75733,970.083333333,0.7133424282073975,1075.85469576,4932.953525066376,1200,118.844874381,15.141274452209473,0.0508276156801,0.0,2900.0,-4.3073669076e-09,0.00926255621016,0.510166744877,0.0,0.6490719318389893,0.583215,5.80782,-0.00581043027341,15.713521957397461,0.0,24.549943447113037,1.75921
