0Perplexity,0Entropy,LossAfter,MeanKLBefore,0NumTrajs,1NumTrajs,0MinReturn,1StdReturn,1Perplexity,0ExplainedVariance,0AveragePolicyStd,0ProcessExecTime,1PolicyExecTime,ItrTime,0EnvExecTime,1MaxReturn,dLoss,1Entropy,1ProcessExecTime,1MinReturn,1AverageReturn,ComputeUpdatedDistTime,LossBefore,0PolicyExecTime,0StdReturn,0MaxReturn,1ExplainedVariance,1AveragePolicyStd,MeanKL,0AverageReturn,1EnvExecTime,Time
10.1168,2.3142,-5.23868948221e-10,0.0,1600,1600,0.0,918.526671411,10.0227,0.0787255584601,0.769648,0.9240705966949463,32.944485902786255,114.62604689598083,25.256735801696777,2900.0,-5.82076609135e-11,2.30485,0.8704602718353271,0.0,520.0625,0.08631205558776855,-5.82076609135e-10,24.785854816436768,720.968088319,2800.0,0.166253637168,0.76607,0.0,329.875,25.022146701812744,6077.841755867004
10.1168,2.3142,-0.00291049759835,-3.72528963233e-09,1600,1600,0.0,905.836920943,10.0839,0.0815639586246,0.769648,0.9397504329681396,32.6814866065979,114.50435495376587,25.608426809310913,2800.0,0.00291049468797,2.31094,0.8718037605285645,0.0,505.3125,0.08761334419250488,-2.91038304567e-09,24.99226665496826,694.012087318,2800.0,0.154252781693,0.76841,0.00652716308832,307.3125,25.01838970184326,6196.075105190277
9.98798,2.30138,-3.9508449845e-09,0.0,1600,1600,0.0,852.450876059,9.9448,0.0876402396724,0.764719,0.9205455780029297,32.83118176460266,113.69030594825745,25.44512128829956,2800.0,1.46974343807e-09,2.29705,0.8639838695526123,0.0,458.0625,0.1122291088104248,-2.48110154644e-09,23.840790271759033,699.86498698,2800.0,0.138270284104,0.763079,2.22044604925e-16,308.0,24.87606644630432,6312.731904029846
9.98798,2.30138,-1.86264514923e-09,-7.45057526785e-09,1600,1600,0.0,994.660675494,9.97843,0.0900756298433,0.764719,0.9086658954620361,37.80148887634277,120.59678077697754,25.00341486930847,2900.0,9.31322574615e-10,2.30043,0.9307496547698975,0.0,650.375,0.08871245384216309,-9.31322574615e-10,23.11475157737732,715.820813821,2700.0,0.231678179579,0.764368,0.0,325.75,26.739561319351196,6436.2804136276245
9.98798,2.30138,-1.16415321827e-10,2.23517240272e-08,1600,1600,0.0,927.186596309,9.87467,0.0825123705281,0.764719,0.9432203769683838,39.59347224235535,126.95473742485046,26.189555644989014,2900.0,-2.32830643654e-10,2.28997,0.9131975173950195,0.0,549.875,0.10623002052307129,-3.49245965481e-10,25.849602460861206,705.586591072,2800.0,0.183739399965,0.76038,0.0,320.25,26.446650743484497,6566.1788947582245
9.98798,2.30138,4.65661287308e-10,7.45057526785e-09,1600,1600,0.0,872.299921096,9.991,0.0725487064024,0.764719,0.9873044490814209,42.018255949020386,129.70271754264832,26.743626832962036,2800.0,-9.31322574615e-10,2.30168,0.9437146186828613,0.0,452.3125,0.09696340560913086,-4.65661287308e-10,27.30639362335205,701.410621088,2900.0,0.0968646050801,0.764841,1.49011487593e-08,313.625,26.72504734992981,6698.37597489357
9.98798,2.30138,-0.00453715864569,7.45057793239e-09,1600,1600,0.0,871.05368798,9.91612,0.086415682491,0.764719,0.9691874980926514,43.850534200668335,128.22489953041077,26.44089150428772,2900.0,0.00453715922777,2.29416,0.9495809078216553,0.0,470.6875,0.08518505096435547,5.82076609135e-10,24.924689531326294,699.937985534,2700.0,0.139441694463,0.761982,0.00669319787994,313.4375,26.6526780128479,6830.05962061882
9.85201,2.28768,7.27595761418e-10,7.45057526785e-09,1600,1600,0.0,837.729630366,9.79851,0.0840737494205,0.7595,0.9590349197387695,42.55746912956238,128.5764479637146,26.421645164489746,2800.0,1.36788003147e-09,2.28223,0.9226369857788086,0.0,427.4375,0.10853862762451172,2.09547579288e-09,25.054388999938965,716.655382663,2800.0,0.114960241665,0.75745,-7.45057793239e-09,322.75,26.510072946548462,6961.674150943756
9.85201,2.28768,-0.00281203049235,0.0,1600,1600,0.0,929.02645406,9.8255,0.0650397098918,0.7595,0.9499473571777344,40.29123306274414,125.44204759597778,26.125834941864014,2900.0,0.0028120293573,2.28498,0.9106543064117432,0.0,516.3125,0.570871114730835,-1.13504938781e-09,25.86909580230713,683.399107289,2800.0,0.158404250476,0.758481,0.00710281450301,309.1875,26.450721979141235,7089.616641521454
9.85136,2.28761,-0.00633841753006,7.45057926466e-09,1600,1600,0.0,897.5189326,9.81355,0.0805572445134,0.759475,0.9272828102111816,40.26203179359436,124.45615220069885,26.09173321723938,2900.0,0.00633841892704,2.28376,0.8894412517547607,0.0,496.875,0.10323524475097656,1.39698386192e-09,25.53238606452942,714.118553599,2800.0,0.139990017907,0.758019,0.0079811476171,325.5625,26.279906034469604,7216.635387182236
9.79315,2.28168,-0.00209070020355,7.45057482376e-09,1600,1600,0.0,979.263672278,9.74372,0.0871674018334,0.757226,0.9066901206970215,39.897382497787476,123.19616985321045,25.843852519989014,2900.0,0.00209070303026,2.27662,0.862513542175293,0.0,613.1875,0.10767173767089844,2.82670953311e-09,25.355416297912598,732.834298716,2900.0,0.218205567948,0.755322,0.00527637125924,336.625,25.85551428794861,7343.320569992065
9.68613,2.27069,-0.00180110603105,0.0,1600,1600,0.0,914.941178096,9.64539,0.0876183359886,0.753078,0.9110238552093506,39.28554940223694,122.24372220039368,25.744276762008667,2800.0,0.00180110521615,2.26648,0.8631448745727539,0.0,510.375,0.09621620178222656,-8.14907252789e-10,24.93748450279236,732.912639746,2800.0,0.172010329398,0.751503,0.0079545751214,346.25,26.00333046913147,7467.987216949463
9.59855,2.26161,-0.00199067173526,0.0,1600,1600,0.0,965.910303726,9.58067,0.0768828375304,0.749677,0.909965991973877,40.686604738235474,124.13785576820374,25.888933658599854,2900.0,0.00199067278299,2.25975,0.8719081878662109,0.0,567.8125,0.10558772087097168,1.04773789644e-09,25.58120059967041,709.628600044,2800.0,0.192193857888,0.748985,0.00676085380837,326.5,25.848498582839966,7595.4895894527435
9.51886,2.25328,-0.00480306521058,0.0,1600,1600,0.0,921.537520855,9.44581,0.0727814799803,0.74655,0.851210355758667,36.15521574020386,112.7029983997345,24.76211190223694,2800.0,0.004803065327,2.24557,0.8224306106567383,0.0,513.6875,0.09680438041687012,1.16415321827e-10,21.074466943740845,703.203562278,2700.0,0.141701726231,0.743684,0.00645162072033,306.5,24.89496159553528,7710.623474121094
