0AverageReturn,1AverageReturn,MeanKL,0AveragePolicyStd,0ExplainedVariance,1MaxReturn,0Entropy,1AveragePolicyStd,0MaxReturn,Time,1Entropy,ItrTime,0ProcessExecTime,0NumTrajs,LossAfter,0EnvExecTime,1NumTrajs,1Perplexity,0MinReturn,0PolicyExecTime,0StdReturn,0Perplexity,1EnvExecTime,MeanKLBefore,dLoss,1PolicyExecTime,LossBefore,ComputeUpdatedDistTime,1ProcessExecTime,1MinReturn,1ExplainedVariance,1StdReturn
632.25,2432.5,0.00983980670571,0.822351,0.111401858057,8000.0,2.44124,0.825145,4000.0,3266.3978247642517,2.44766,76.27896976470947,0.4013495445251465,400,-0.0109105166048,25.740891456604004,400,11.5613,0.0,3.982107400894165,709.531491549,11.4873,26.723082780838013,-1.49011558648e-09,0.0109105150434,14.867934465408325,-1.56142054841e-09,0.43780088424682617,0.35594606399536133,0.0,0.251993220826,2098.18820652
1161.75,2451.5,0.00717370677739,0.829003,0.150203022434,7700.0,2.45932,0.827662,5400.0,3344.396497488022,2.456,77.98865103721619,0.40777134895324707,400,-0.00841394625604,26.205584287643433,400,11.6581,0.0,4.264971971511841,1087.180729,11.6969,27.32625460624695,-3.72528757842e-10,0.00841394934687,15.120970010757446,3.09082714978e-09,0.43296122550964355,0.360393762588501,0.0,0.320727451265,1719.17065761
893.0,2743.5,0.0099041396752,0.825125,0.112012695993,8100.0,2.4499,0.827625,4700.0,3422.9651119709015,2.45592,77.68209290504456,0.37691330909729004,400,-0.0123518165201,25.132931232452393,400,11.6571,0.0,3.8214759826660156,1015.80066942,11.5871,27.798020601272583,2.23517537812e-09,0.0123518160894,15.362788915634155,-4.30736668555e-10,0.37357449531555176,0.36511778831481934,0.0,0.291601867849,2378.97199437
772.75,2232.5,0.00863303989172,0.823974,0.0780986526871,8100.0,2.44672,0.828047,4900.0,3500.165160894394,2.45598,77.18530511856079,0.38878774642944336,400,-0.00782716460526,25.312894344329834,400,11.6579,0.0,3.8364336490631104,1017.34086593,11.5505,27.687870025634766,3.72528841108e-10,0.00782716609538,15.152061939239502,1.49011603057e-09,0.41190099716186523,0.36673927307128906,0.0,0.304309280808,1687.68887832
652.75,2292.5,4.01588484689e-16,0.81863,0.0705889078365,7200.0,2.43564,0.821248,5400.0,3579.9688963890076,2.44209,78.82409143447876,0.3783433437347412,400,9.16770437343e-10,25.146427392959595,400,11.4971,0.0,4.357851982116699,960.230408548,11.4231,27.287575006484985,7.4505834835e-10,-2.84344392476e-09,15.270455837249756,-1.92667348742e-09,0.37263989448547363,0.3600428104400635,0.0,0.219164179266,1912.2875699
1289.5,1881.0,0.00620888359845,0.81863,0.11055552693,7300.0,2.43564,0.82107,5500.0,3655.9534273147583,2.44092,75.97117042541504,0.39180493354797363,400,-0.00506927911192,25.561188220977783,400,11.4836,0.0,4.294948577880859,1486.36797261,11.4231,26.60572052001953,7.82311193603e-09,0.00506927598326,14.374504327774048,-3.1286617741e-09,0.4230632781982422,0.3441309928894043,0.0,0.231603236865,1704.19746508
1302.25,2114.0,0.00726080918685,0.819731,0.145205757105,6900.0,2.43772,0.817666,6600.0,3734.883109331131,2.43232,78.04708290100098,0.37592649459838867,400,-0.0091609582305,25.102309942245483,400,11.3853,0.0,4.0671281814575195,1257.08787978,11.4469,28.372353315353394,-2.60770338656e-09,0.00916095855646,15.001110792160034,3.25962895564e-10,0.4192237854003906,0.35866403579711914,0.0,0.293711493043,1669.26750403
830.0,1852.5,0.00925101339817,0.821926,0.0878418011319,6700.0,2.44337,0.825697,4700.0,3811.9310579299927,2.45232,77.03911447525024,0.3945605754852295,400,-0.0119241308421,25.872307062149048,400,11.6153,0.0,4.439584493637085,1002.74622911,11.5117,26.473795175552368,2.23517493403e-09,0.0119241322624,15.006454706192017,1.42026679306e-09,0.43723464012145996,0.3465454578399658,0.0,0.183323750367,1621.60221694
610.0,1857.75,0.00774738099426,0.823305,0.0709300663451,7200.0,2.44669,0.825732,4300.0,3888.434505701065,2.4522,75.59731960296631,0.3840601444244385,400,-0.00913712009788,25.116310358047485,400,11.6138,0.0,4.1570374965667725,831.955527658,11.5501,26.47123432159424,3.72529007642e-10,0.00913711930625,14.586982011795044,-7.9162432165e-10,0.40480566024780273,0.37092018127441406,0.0,0.176252229972,1816.64249028
892.0,2481.0,0.00662817619741,0.818302,0.0810585657926,7700.0,2.43468,0.826931,6700.0,3964.311666727066,2.45531,75.86521100997925,0.3740823268890381,400,-0.00887505151331,25.321510076522827,400,11.65,0.0,4.356550455093384,1193.89530529,11.4121,26.399728536605835,-3.35276140184e-09,0.00887505252613,14.623640060424805,1.01281316667e-09,0.4202902317047119,0.3300340175628662,0.0,0.294212342311,1745.64859007
909.5,1869.75,0.0088563747704,0.818304,0.0733501018697,6600.0,2.4346,0.818268,5100.0,4040.393708229065,2.43441,75.10884189605713,0.3740804195404053,400,-0.00613794382662,24.700008153915405,400,11.4091,0.0,3.9793334007263184,1247.82200253,11.4112,26.476604461669922,-1.19209291327e-08,0.00613794244127,14.502143383026123,-1.38534239635e-09,0.45334362983703613,0.35138368606567383,0.0,0.152310857667,1782.92174183
785.5,2120.0,0.00653905235231,0.830938,0.0938233162866,7200.0,2.46557,0.833685,5000.0,4115.86151099205,2.47192,75.45812916755676,0.37056469917297363,400,-0.00889558903873,24.659850597381592,400,11.8452,0.0,3.9267847537994385,961.685889467,11.7702,26.502666473388672,9.31322574615e-09,0.00889558835479,15.054503440856934,-6.83939904711e-10,0.4084470272064209,0.3497591018676758,0.0,0.224750172289,1661.61066439
1215.5,1639.75,0.0070441858843,0.82819,0.111185583613,6900.0,2.45824,0.829945,6300.0,4192.646070480347,2.46255,74.9929666519165,0.38057923316955566,400,-0.00989233143628,25.27652382850647,400,11.7347,0.0,3.73057222366333,1438.7702214,11.6843,26.037051677703857,7.82311104786e-09,0.00989233078435,14.816842317581177,-6.51925735617e-10,0.5158445835113525,0.3539693355560303,0.0,0.146892651076,1651.66429322
875.0,1972.25,0.00792418047786,0.821796,0.0740104675967,6900.0,2.44238,0.827296,5900.0,4267.215713739395,2.45569,74.56074118614197,0.37154245376586914,400,-0.00885326229036,25.003762245178223,400,11.6544,0.0,3.5639305114746094,1249.68996155,11.5004,26.34694504737854,-4.84287765445e-09,0.0088532584341,14.735260248184204,-3.85625753552e-09,0.4292731285095215,0.3509480953216553,0.0,0.228151322228,1469.01495483
589.25,2699.75,0.00864039827138,0.816052,0.0738892049587,7100.0,2.42832,0.822732,4000.0,4338.618966579437,2.44394,70.55427265167236,0.35309720039367676,400,-0.0104195615277,24.050297260284424,400,11.5183,0.0,3.288031816482544,771.011956781,11.3398,25.209434509277344,2.60770338656e-09,0.0104195625754,13.223053932189941,1.04773811849e-09,0.3404662609100342,0.33019351959228516,0.0,0.368739411437,1570.46965507
1416.0,2379.25,0.00698499567807,0.820204,0.148676555194,7800.0,2.43791,0.820918,4900.0,4410.067184448242,2.43918,71.43969941139221,0.38155555725097656,400,-0.0084636034444,24.829471111297607,400,11.4636,0.0,3.189368724822998,1294.8142724,11.449,25.17377734184265,1.11758713395e-09,0.00846360144496,13.685260534286499,-1.99943306356e-09,0.377422571182251,0.33661341667175293,0.0,0.254128467269,1871.01428041
745.5,1995.75,0.00914512202144,0.816314,0.0597128709174,7500.0,2.4281,0.817198,6000.0,4482.400847196579,2.42956,71.44396686553955,0.3744678497314453,400,-0.0104155074805,24.496589183807373,400,11.3539,0.0,3.628541946411133,1156.68913283,11.3373,25.20962142944336,5.5879350036e-09,0.010415506913,13.403069257736206,-5.67524749417e-10,0.3645472526550293,0.3373703956604004,0.0,0.225692607015,1850.96108482
