MeanKLBefore,1Perplexity,ItrTime,1AverageReturn,1MaxReturn,1PolicyExecTime,0PolicyExecTime,1Entropy,1StdReturn,0AveragePolicyStd,Time,LossAfter,1MinReturn,1ProcessExecTime,0AverageReturn,0StdReturn,1AveragePolicyStd,0NumTrajs,1NumTrajs,0Perplexity,1ExplainedVariance,ComputeUpdatedDistTime,0MaxReturn,LossBefore,1EnvExecTime,0Entropy,0MinReturn,dLoss,0EnvExecTime,0ProcessExecTime,0ExplainedVariance,MeanKL
-1.8626424847e-09,8.90856,892.4794669151306,10843.6,24100.0,303.9419996738434,222.01146626472473,2.18701,11443.4142213,0.740142,32957.00307440758,-0.000752252642997,0.0,6.312784910202026,3017.2,6693.68315354,0.739731,2000,2000,8.91821,0.320136137919,0.26049041748046875,23800.0,7.71251507103e-10,165.9570825099945,2.1881,0.0,0.000752253414248,163.43355751037598,6.405505418777466,0.0633538737496,0.00841734744608
-1.86264215163e-09,8.7063,892.4875257015228,10913.15,24200.0,304.6519079208374,221.79023265838623,2.16405,11382.8029095,0.733053,33854.08850646019,-0.00148111360613,0.0,6.286825180053711,3074.65,6823.31168697,0.733273,2000,2000,8.70326,0.315706858847,0.24413132667541504,23700.0,1.10594555736e-09,165.75483393669128,2.1637,0.0,0.00148111471208,163.3258216381073,6.415299654006958,0.0672010490818,0.00687515130267
1.86264126345e-09,8.59357,893.6068954467773,10677.65,24100.0,304.7443826198578,222.67249941825867,2.15101,11344.4799562,0.729637,34752.257341623306,-0.00163139076903,0.0,6.304593563079834,3141.55,6915.08051996,0.729303,2000,2000,8.60172,0.298767862727,0.25197339057922363,23600.0,-8.44011083245e-10,165.78089594841003,2.15196,0.0,0.00163138992502,163.41578030586243,6.407374143600464,0.0615498948348,0.0090174805373
-1.86264259572e-09,8.55779,895.2523832321167,9890.75,24100.0,304.84534788131714,223.41786122322083,2.14684,11257.1381549,0.727966,35652.167487859726,-0.00220130127855,0.0,6.313417911529541,3443.45,7387.62323738,0.728253,2000,2000,8.55015,0.285501071375,0.26247334480285645,23800.0,-1.89174897969e-10,165.37392330169678,2.14595,0.0,0.00220130108937,164.66855430603027,6.438494682312012,0.0712865663801,0.0092521077022
1.86264259572e-09,8.47835,898.135692358017,9432.75,24000.0,305.0818877220154,225.85216760635376,2.13752,10975.1260784,0.725791,36555.29256129265,-0.000787651340943,0.0,6.330328702926636,3204.6,7134.19153373,0.725585,2000,2000,8.48316,0.263681378319,0.2578918933868408,23800.0,-1.2805685401e-09,166.3617548942566,2.13808,0.0,0.000787650060374,163.76142287254333,6.38863730430603,0.0608095521932,0.00647876271978
3.72528763393e-09,8.46158,894.4297363758087,10060.65,24100.0,305.09594225883484,223.5386562347412,2.13554,11356.3051464,0.725044,37454.62799882889,-0.000847656163387,0.0,6.352759122848511,3260.4,7176.24566469,0.72511,2000,2000,8.45959,0.272031523521,0.25768065452575684,23500.0,5.52972778678e-10,165.42211151123047,2.1353,0.0,0.00084765671636,163.61841940879822,6.41663670539856,0.0598528441658,0.00833282619715
3.72528763393e-09,8.39333,853.8648498058319,9604.05,24100.0,275.4211645126343,219.02894139289856,2.12744,11020.1718951,0.722765,38313.08783507347,-0.00160021230113,0.0,6.100942134857178,3295.2,7233.7090735,0.722731,2000,2000,8.39009,0.271667259427,0.2367253303527832,23700.0,6.11180439591e-10,158.9928662776947,2.12705,0.0,0.00160021291231,164.00857734680176,6.44745945930481,0.0737348167623,0.0094863222912
-1.86264259572e-09,8.32801,824.4551992416382,11271.35,24200.0,275.3475043773651,196.38157892227173,2.11962,11553.0478307,0.72123,39141.97475147247,-0.00152565015014,0.0,6.07434606552124,2895.85,6667.97403845,0.720632,2000,2000,8.34273,0.316063434395,0.2565627098083496,23900.0,2.91038304567e-10,159.1065764427185,2.12139,0.0,0.00152565044118,157.70993065834045,6.183887243270874,0.0614227029341,0.00898017734289
-1.2490009027e-16,8.29519,826.1956386566162,9984.05,24100.0,275.36794781684875,197.01965427398682,2.11568,11268.9427453,0.7194,39972.51247835159,-0.0016662478447,0.0,6.066892862319946,3543.65,7470.44240173,0.719553,2000,2000,8.28886,0.269027400114,0.24186038970947266,23900.0,2.06637196243e-09,159.0052433013916,2.11491,0.0,0.00166624991107,158.63058352470398,6.249152660369873,0.0636578413653,0.00955271627754
1.11758859944e-08,8.13197,829.8487410545349,10721.4,24100.0,278.6825397014618,197.0148310661316,2.0958,11450.9262525,0.714884,40806.88879275322,-0.000852883327752,0.0,6.096306562423706,3146.8,7063.10694808,0.714172,2000,2000,8.15042,0.301172850217,0.2512369155883789,24000.0,2.18278728426e-10,159.6633813381195,2.09807,0.0,0.000852883546031,158.1713728904724,6.267890691757202,0.0593565771572,0.00674485648051
