0Perplexity,1Entropy,0EnvExecTime,0MinReturn,Time,1Perplexity,ComputeUpdatedDistTime,0PolicyExecTime,ItrTime,dLoss,1ProcessExecTime,LossBefore,MeanKL,0MaxReturn,1AverageReturn,0ProcessExecTime,1NumTrajs,0ExplainedVariance,0NumTrajs,1StdReturn,1PolicyExecTime,0AveragePolicyStd,1AveragePolicyStd,1ExplainedVariance,0StdReturn,0AverageReturn,0Entropy,1EnvExecTime,MeanKLBefore,1MinReturn,LossAfter,1MaxReturn
15.9499,2.76859,11.195743083953857,0.0,529.0478692054749,15.9362,0.38286280632019043,1.4867973327636719,35.59430003166199,0.00801650059875,0.26520490646362305,-2.32829311386e-11,0.00876602903008,1600.0,755.5,0.29394984245300293,400,0.0373068604039,400,701.262967795,8.656223773956299,0.966368,0.966084,0.138616565748,296.786012979,158.25,2.76945,10.819422721862793,2.23517337972e-09,0.0,-0.00801650062203,3200.0
15.8978,2.76267,11.19132137298584,0.0,566.4578876495361,15.8421,0.31259751319885254,1.7919371128082275,37.40299892425537,0.00720178481424,0.2773730754852295,5.82075498912e-11,0.00902968272567,2600.0,923.25,0.3212275505065918,400,0.0546192505205,400,884.524978449,9.300769567489624,0.964791,0.96319,0.151847640771,407.14854476,210.25,2.76618,11.745222330093384,6.45317133063e-16,0.0,-0.00720178475603,5400.0
15.6782,2.74231,11.3289475440979,0.0,603.3783903121948,15.5228,0.3559861183166504,1.507122278213501,35.91864728927612,0.0091788015794,0.2686426639556885,1.0710209386e-09,0.00896960962564,2500.0,800.0,0.29108381271362305,400,0.0513469688513,400,742.125326343,8.793664455413818,0.958117,0.95343,0.194258354451,376.071718559,209.75,2.75227,10.754148721694946,-2.421437717e-09,0.0,-0.00917880050838,4100.0
15.7022,2.74734,11.686406373977661,0.0,642.1802959442139,15.601,0.4152827262878418,2.1889052391052246,38.79763865470886,0.00746674703259,0.28058719635009766,5.3842086345e-10,0.00646619824693,2400.0,1014.75,0.30205297470092773,400,0.0438761419521,400,865.163243267,9.302031755447388,0.958853,0.9559,0.170582858823,450.561871445,262.0,2.7538,11.680256843566895,8.1956370579e-09,0.0,-0.00746674649417,5100.0
15.4793,2.73826,11.394141435623169,0.0,682.891316652298,15.4601,0.29596376419067383,1.997995376586914,39.84006142616272,0.00801598042308,0.34295201301574707,-3.31492655548e-09,0.00964989513159,2300.0,981.5,0.31377267837524414,400,0.0457742822799,400,798.065003618,10.59132719039917,0.952008,0.951571,0.23162302621,413.560077256,254.25,2.7395,12.081861734390259,3.16649551024e-09,0.0,-0.00801598373801,4800.0
14.9754,2.71793,12.156211853027344,0.0,722.0759921073914,15.1489,0.3512425422668457,1.8874905109405518,39.175169467926025,0.00771420409437,0.3072986602783203,-2.25845719903e-09,0.00981161836535,2700.0,937.25,0.35608887672424316,400,0.059173188839,400,931.631599668,9.878361463546753,0.936435,0.942009,0.181945450995,513.625289,283.75,2.70641,11.580300092697144,-8.3818985086e-10,0.0,-0.00771420635283,5300.0
15.0539,2.71769,11.635893106460571,0.0,762.213701248169,15.1453,0.38314032554626465,2.5170671939849854,39.19805312156677,0.00918631181121,0.29224562644958496,1.11758713395e-09,0.00980793777853,2100.0,872.75,0.3260822296142578,400,0.0516542815102,400,1040.97667481,9.685051441192627,0.938863,0.941831,0.196215592204,355.237596546,207.5,2.71164,11.737458944320679,-5.96046456636e-09,0.0,-0.00918631069362,5400.0
14.7949,2.68581,11.366260051727295,0.0,803.8861486911774,14.67,0.3420131206512451,2.0391173362731934,41.6632285118103,0.00987366567715,0.330064058303833,2.60188248724e-09,0.00985870882869,3500.0,1164.25,0.3048827648162842,400,0.0707592032854,400,905.757659366,11.680334091186523,0.930756,0.926961,0.269851447872,632.371528455,457.5,2.69428,12.699379444122314,1.30385169328e-09,0.0,-0.00987366307527,5200.0
14.4569,2.66722,12.02795124053955,0.0,847.2859604358673,14.3998,0.347165584564209,2.165142297744751,42.27705764770508,0.00874760500592,0.33379244804382324,2.19297380255e-09,0.00903833005577,1900.0,1374.75,0.3442542552947998,400,0.0553725440148,400,1149.90757781,11.402889728546143,0.920174,0.918579,0.244083662428,385.885669597,243.5,2.67117,12.570314168930054,5.58793011862e-10,0.0,-0.00874760281295,6100.0
14.3305,2.66334,11.842939615249634,0.0,888.9151749610901,14.3441,0.33881402015686035,2.7744455337524414,41.621246576309204,0.00737818232737,0.3051295280456543,2.74740163952e-09,0.00842439197004,3700.0,787.5,0.3185715675354004,400,0.0439267285407,400,965.346440404,10.95590591430664,0.916127,0.916667,0.127379533868,569.017574421,287.0,2.66239,12.05335807800293,3.72529063153e-10,0.0,-0.00737817957997,4400.0
14.0028,2.64054,11.869802236557007,0.0,932.8167221546173,14.0208,0.3528449535369873,2.6162004470825195,42.79658126831055,0.0100538981264,0.2990872859954834,-1.94413596333e-09,0.00893899425864,3400.0,1006.75,0.32529735565185547,400,0.0342075962715,400,980.652556974,11.828298330307007,0.905765,0.906512,0.194951290758,525.023808984,250.0,2.63926,12.43545126914978,-3.72527730885e-10,0.0,-0.0100539000705,5900.0
