MaxReturn,MeanKL,MinReturn,MaxKL,Time,Entropy,AveragePolicyStd,Perplexity,StdReturn,TotalExecTime,ExplainedVariance,LossBefore,ItrTime,LossAfter,NumTrajs,AverageReturn
0.0,0.0,0.0,0.0,308.03966212272644,1.66796,0.55714,5.30132,0.0,13.277366399765015,1,-0.0,13.363754272460938,-0.0,200,0.0
0.0,0.0,0.0,0.0,321.4477422237396,1.66796,0.55714,5.30132,0.0,13.320963144302368,1,-0.0,13.398746252059937,-0.0,200,0.0
0.0,0.0,0.0,0.0,334.9162516593933,1.66796,0.55714,5.30132,0.0,13.402674198150635,1,-0.0,13.460476636886597,-0.0,200,0.0
0.0,0.0,0.0,0.0,348.35731840133667,1.66796,0.55714,5.30132,0.0,13.363254308700562,1,-0.0,13.430723428726196,-0.0,200,0.0
0.0,0.0,0.0,0.0,361.78413462638855,1.66796,0.55714,5.30132,0.0,13.331115484237671,1,-0.0,13.419310569763184,-0.0,200,0.0
0.0,0.0,0.0,0.0,374.9591419696808,1.66796,0.55714,5.30132,0.0,13.106101751327515,1,-0.0,13.171085834503174,-0.0,200,0.0
0.0,0.0,0.0,0.0,388.4575695991516,1.66796,0.55714,5.30132,0.0,13.391027212142944,1,-0.0,13.482283592224121,-0.0,200,0.0
0.0,0.0,0.0,0.0,401.80764985084534,1.66796,0.55714,5.30132,0.0,13.292574167251587,1,-0.0,13.347322225570679,-0.0,200,0.0
0.0,0.0,0.0,0.0,415.2862243652344,1.66796,0.55714,5.30132,0.0,13.403169393539429,1,-0.0,13.47281551361084,-0.0,200,0.0
0.0,0.0,0.0,0.0,428.586501121521,1.66796,0.55714,5.30132,0.0,13.190949201583862,1,-0.0,13.282555341720581,-0.0,200,0.0
0.0,0.0,0.0,0.0,441.90348649024963,1.66796,0.55714,5.30132,0.0,13.241349458694458,1,-0.0,13.312068939208984,-0.0,200,0.0
0.0,0.0,0.0,0.0,455.2396490573883,1.66796,0.55714,5.30132,0.0,13.248416662216187,1,-0.0,13.329106569290161,-0.0,200,0.0
0.0,0.0,0.0,0.0,468.61288714408875,1.66796,0.55714,5.30132,0.0,13.270359754562378,1,-0.0,13.365609407424927,-0.0,200,0.0
0.0,0.0,0.0,0.0,481.93485379219055,1.66796,0.55714,5.30132,0.0,13.243391752243042,1,-0.0,13.318156480789185,-0.0,200,0.0
0.0,0.0,0.0,0.0,495.30668807029724,1.66796,0.55714,5.30132,0.0,13.303364276885986,1,-0.0,13.36663269996643,-0.0,200,0.0
0.0,0.0,0.0,0.0,508.64221715927124,1.66796,0.55714,5.30132,0.0,13.223055124282837,1,-0.0,13.325436353683472,-0.0,200,0.0
0.0,0.0,0.0,0.0,522.3048913478851,1.66796,0.55714,5.30132,0.0,13.570062398910522,1,-0.0,13.657261610031128,-0.0,200,0.0
0.0,0.0,0.0,0.0,535.7209107875824,1.66796,0.55714,5.30132,0.0,13.331077814102173,1,-0.0,13.41068172454834,-0.0,200,0.0
0.0,0.0,0.0,0.0,549.1925423145294,1.66796,0.55714,5.30132,0.0,13.390572547912598,1,-0.0,13.466538906097412,-0.0,200,0.0
0.0,0.0,0.0,0.0,562.6233315467834,1.66796,0.55714,5.30132,0.0,13.351544618606567,1,-0.0,13.427144765853882,-0.0,200,0.0
0.0,0.0,0.0,0.0,576.0027887821198,1.66796,0.55714,5.30132,0.0,13.291185855865479,1,-0.0,13.375816106796265,-0.0,200,0.0
0.0,0.0,0.0,0.0,589.4152472019196,1.66796,0.55714,5.30132,0.0,13.339316368103027,1,-0.0,13.406745672225952,-0.0,200,0.0
0.0,0.0,0.0,0.0,602.9837839603424,1.66796,0.55714,5.30132,0.0,13.491495132446289,1,-0.0,13.55973744392395,-0.0,200,0.0
0.0,0.0,0.0,0.0,616.4034097194672,1.66796,0.55714,5.30132,0.0,13.338474035263062,1,-0.0,13.413675546646118,-0.0,200,0.0
0.0,0.0,0.0,0.0,629.8576416969299,1.66796,0.55714,5.30132,0.0,13.38129734992981,1,-0.0,13.44359302520752,-0.0,200,0.0
0.0,0.0,0.0,0.0,643.4646396636963,1.66796,0.55714,5.30132,0.0,13.548160552978516,1,-0.0,13.595657348632812,-0.0,200,0.0
0.0,0.0,0.0,0.0,656.9936420917511,1.66796,0.55714,5.30132,0.0,13.435664653778076,1,-0.0,13.52396845817566,-0.0,200,0.0
0.0,0.0,0.0,0.0,670.3429911136627,1.66796,0.55714,5.30132,0.0,13.286479711532593,1,-0.0,13.344425439834595,-0.0,200,0.0
