0Entropy,1PolicyExecTime,0AveragePolicyStd,0MaxReturn,0MinReturn,0PolicyExecTime,1Entropy,0StdReturn,1EnvExecTime,0ExplainedVariance,LossAfter,1MaxReturn,1ProcessExecTime,1NumTrajs,1AverageReturn,LossBefore,0EnvExecTime,0Perplexity,1MinReturn,MeanKLBefore,Time,dLoss,1Perplexity,MeanKL,ItrTime,1ExplainedVariance,1StdReturn,1AveragePolicyStd,0ProcessExecTime,ComputeUpdatedDistTime,0AverageReturn,0NumTrajs
2.6373,25.7956600189209,0.904664,1100.0,0.0,15.252654552459717,2.6351,77.9475874475,13.278767347335815,0.0488994514196,-0.0106473648921,2600.0,0.6284406185150146,1200,754.0,1.62981450558e-09,13.265198945999146,13.9754,0.0,1.86264470514e-09,972.4108283519745,0.0106473665219,13.9447,0.00956893991679,71.83622860908508,0.52118698212,870.393014678,0.903656,0.6562564373016357,0.07488846778869629,9.08333333333,1200
2.61285,34.702935218811035,0.893671,1300.0,0.0,20.313522338867188,2.61794,84.6719158478,20.355934381484985,0.0925078000429,-0.0103187914938,2400.0,0.9066135883331299,1200,756.75,2.54658516496e-09,19.208804607391357,13.6378,0.0,1.86264437207e-09,1074.4630506038666,0.0103187940404,13.7074,0.0068226614967,99.92707538604736,0.484893376266,814.905579909,0.895948,0.8800361156463623,0.08134341239929199,8.0,1200
2.58327,35.60598659515381,0.880598,1300.0,0.0,20.83662509918213,2.58103,75.563806739,21.186431646347046,0.0681638507318,-0.0037631355226,2600.0,0.936229944229126,1200,421.083333333,-8.14907252789e-10,19.640828132629395,13.2404,0.0,1.8626444831e-09,1178.956217765808,0.0037631347077,13.2108,0.00644667213783,102.45991468429565,0.581348917674,748.028849525,0.879598,0.8884701728820801,0.08235883712768555,6.33333333333,1200
2.56534,35.87508463859558,0.872732,1500.0,0.0,21.84694194793701,2.57004,85.8616458159,21.209434509277344,0.051354400743,-0.00169061380439,2600.0,0.951688289642334,1200,460.5,1.86264514923e-09,20.747295141220093,13.0051,0.0,1.67638134485e-08,1285.761917591095,0.00169061566703,13.0664,0.00909239891917,104.99910092353821,0.567682202574,791.521583197,0.87481,0.9350264072418213,0.08319664001464844,6.66666666667,1200
2.56145,35.723716497421265,0.87099,1600.0,0.0,21.197604656219482,2.56522,80.3367478527,20.854039430618286,0.137144167076,-0.00728476047516,2600.0,0.9370296001434326,1200,114.833333333,1.62981450558e-09,20.04565930366516,12.9545,0.0,0.0,1390.5514030456543,0.00728476210497,13.0035,0.00820068083704,103.12534260749817,0.532935414982,417.628190566,0.872649,0.9163169860839844,0.08233785629272461,4.58333333333,1200
2.55961,29.211533069610596,0.870197,1400.0,0.0,20.705303192138672,2.56075,119.117122568,17.35481882095337,0.198898059966,-0.00980618037283,2700.0,0.7882113456726074,1200,448.583333333,-2.09547579288e-09,19.75003433227539,12.9308,0.0,-3.72528941028e-09,1484.0856218338013,0.00980617827736,12.9456,0.00657256180421,91.97783923149109,0.510974250964,704.152914067,0.870701,0.8938131332397461,0.09891319274902344,13.3333333333,1200
2.55798,25.427415370941162,0.869443,1200.0,0.0,16.03799343109131,2.55743,69.383745695,14.946173429489136,0.109966288868,-0.00845772586763,2500.0,0.6904895305633545,1200,373.166666667,-3.49245965481e-10,15.57883882522583,12.9097,0.0,0.0,1563.0710201263428,0.00845772551838,12.9026,0.0063965623267,76.49767565727234,0.524846724581,657.898147301,0.8692,0.7331051826477051,0.07470250129699707,5.25,1200
2.54593,27.126267671585083,0.864206,1700.0,0.0,14.625980615615845,2.54613,85.1932443853,14.92491364479065,0.0714662283005,-0.010186098516,2500.0,0.6810722351074219,1200,519.5,-1.16415321827e-09,13.96757960319519,12.7551,0.0,0.0,1639.9665398597717,0.0101860973518,12.7576,0.00776519672945,75.04983568191528,0.535737187288,711.690300154,0.864305,0.6549921035766602,0.08080077171325684,7.66666666667,1200
2.52756,25.9620418548584,0.856315,900.0,0.0,14.593801498413086,2.53192,53.463318162,14.165642976760864,0.0885977787572,-0.00921344012022,2500.0,0.6443808078765869,1200,534.083333333,-3.95812094212e-09,14.03011178970337,12.5229,0.0,3.72528896619e-09,1714.9815311431885,0.0092134361621,12.5776,0.00665387231857,73.34868955612183,0.529309643679,712.107196791,0.858182,0.6646802425384521,0.4198329448699951,4.08333333333,1200
2.50384,26.64018940925598,0.846221,200.0,0.0,15.176058292388916,2.50599,6.45012919767,14.245371341705322,0.0163134723046,-0.00842076074332,2300.0,0.6586718559265137,1200,287.833333333,-4.65661287308e-10,14.524824619293213,12.2294,0.0,0.0,1791.479561328888,0.00842076027766,12.2557,0.00905771087855,74.92704916000366,0.543458381996,576.572029807,0.847128,0.6846387386322021,0.07875800132751465,0.25,1200
2.46996,24.411377668380737,0.832088,1300.0,0.0,15.362177610397339,2.47076,75.582873942,14.248274803161621,0.0863645648076,-0.00713598076254,2800.0,0.657968282699585,1200,816.75,-1.2805685401e-09,14.875190019607544,11.8219,0.0,0.0,1867.0294988155365,0.00713597948197,11.8314,0.00899769086391,73.46627998352051,0.562098947966,884.766129645,0.832397,0.6963796615600586,0.08584761619567871,6.75,1200
2.4525,23.950799465179443,0.824757,0.0,0.0,16.923277139663696,2.4525,0.0,14.086588621139526,1,-0.0047179851681,800.0,0.649604082107544,1200,2.66666666667,-1.86264514923e-09,14.631442546844482,11.6173,0.0,0.0,1942.703119277954,0.00471798330545,11.6173,0.00874840840697,73.94160199165344,0.142262130899,46.1109772421,0.824757,0.6912829875946045,0.07913827896118164,0.0,1200
2.45175,25.002610683441162,0.824443,1300.0,0.0,16.761682987213135,2.45193,159.017796873,14.610480308532715,0.15046051785,-0.0040177423507,3000.0,0.6643192768096924,1200,632.333333333,2.56113708019e-09,14.189550399780273,11.6086,0.0,3.72528896619e-09,2020.2086730003357,0.00401774491183,11.6107,0.00684122834355,75.05057454109192,0.570007021686,1103.07353437,0.824537,0.6730601787567139,0.07134413719177246,30.0833333333,1200
2.43481,27.078449010849,0.817488,1600.0,0.0,14.930634260177612,2.43686,154.084302323,14.753464460372925,0.116082213209,-0.00262959580868,2900.0,0.6723368167877197,1200,650.416666667,1.62981450558e-09,14.044779062271118,11.4137,0.0,0.0,2097.1692028045654,0.0026295974385,11.437,0.00752361817285,75.197833776474,0.561429764144,1129.85979649,0.818322,0.6599180698394775,0.09033679962158203,27.8333333333,1200
2.39736,26.299017190933228,0.802365,1200.0,0.0,14.298176288604736,2.39689,170.654866128,14.47093415260315,0.119419070958,-0.00400393316522,2900.0,0.6686370372772217,1200,645.416666667,-4.65661287308e-10,13.657950162887573,10.9941,0.0,0.0,2172.663920402527,0.00400393269956,10.989,0.00708428584039,73.12577295303345,0.529910085414,1122.85157511,0.802177,0.6461613178253174,0.0736398696899414,39.5,1200
2.36606,23.640130519866943,0.789963,1200.0,0.0,15.195497274398804,2.36453,201.691183083,13.868425369262695,0.134533141396,-0.0038594470825,3000.0,0.6365571022033691,1200,632.25,2.32830643654e-10,14.537530422210693,10.6554,0.0,-3.72528896619e-09,2246.267410993576,0.00385944731534,10.6391,0.00673102494329,71.99890303611755,0.509436613461,1104.09160437,0.789346,0.6927075386047363,0.07813596725463867,52.0,1200
2.34235,24.0572829246521,0.780662,1200.0,0.0,16.170488595962524,2.34093,173.468516996,14.104820728302002,0.0933154718915,-0.00354107422754,3000.0,0.6388423442840576,1200,653.5,4.65661287308e-10,15.143240690231323,10.4057,0.0,0.0,2322.4668548107147,0.0035410746932,10.3909,0.00747102824971,73.99923467636108,0.515526684261,1134.93219328,0.780083,0.7019486427307129,0.09715533256530762,38.0833333333,1200
2.30997,24.45138144493103,0.768151,1300.0,0.0,16.937198162078857,2.30607,225.822186072,14.410552978515625,0.11857710216,-0.00608256924897,2900.0,0.6599335670471191,1200,666.416666667,1.16415321827e-10,14.537560224533081,10.0741,0.0,0.0,2398.81955742836,0.00608256936539,10.0349,0.00834632664919,74.75429010391235,0.513217514169,1154.96630242,0.76667,0.6878170967102051,0.07932686805725098,67.9166666667,1200
2.30829,26.802424430847168,0.767604,1700.0,0.0,14.891002655029297,2.30992,231.506599378,14.793063640594482,0.110037709271,-0.00703847547993,2900.0,0.6709165573120117,1200,1014.33333333,-2.44472175837e-09,13.98435926437378,10.0572,0.0,0.0,2475.934032201767,0.00703847303521,10.0736,0.0070169698447,74.9011926651001,0.489793447931,1085.5388319,0.768263,0.6577696800231934,0.08897137641906738,68.8333333333,1200
2.28738,26.89362096786499,0.759626,1500.0,0.0,14.753348112106323,2.2857,215.859377451,14.768011093139648,0.117068479957,-0.00559384003282,2900.0,0.6754825115203857,1200,1061.08333333,-4.65661287308e-10,14.11620831489563,9.8491,0.0,3.72528896619e-09,2552.4579887390137,0.00559383956715,9.83257,0.00639789924026,74.9559998512268,0.508696216586,1147.71243192,0.75899,0.6744344234466553,0.07889723777770996,61.75,1200
2.2569,25.479583740234375,0.748228,1200.0,0.0,14.779580116271973,2.25093,206.958111033,13.949965715408325,0.110609605756,-0.00512350676581,2900.0,0.6369540691375732,1200,947.666666667,-9.02218744159e-10,14.228414535522461,9.55344,0.0,0.0,2627.210198402405,0.00512350586359,9.49653,0.00659262947738,72.7737865447998,0.50730098696,1129.54764791,0.745948,0.6751210689544678,0.10277104377746582,55.9166666667,1200
